Time,theta_e,temp,wa,va,ua,theta,rh,QVAPOR
2017-12-02 00:00:00,344.10797,275.3722,0.5768249,2.3635917,3.067278,326.6086,63.705177,0.0051888265
2017-12-02 00:15:00,343.78836,274.92456,-0.14908394,-2.7049494,-0.18502429,325.87802,67.74919,0.0053323265
2017-12-02 00:30:00,342.0276,274.6721,-0.34887907,-3.6666803,-1.3463333,325.62457,62.951103,0.0048679216
2017-12-02 00:45:00,342.6097,274.70798,-0.1890335,-3.640776,-0.18673298,325.6501,65.03032,0.0050407886
2017-12-02 01:00:00,341.58734,275.03952,-0.6365534,-4.2912846,-2.9759245,325.9864,58.126476,0.0046115
2017-12-02 01:15:00,337.22977,275.60425,-0.25658253,-3.0863314,-1.8435853,326.68735,36.821102,0.0030428683
2017-12-02 01:30:00,335.99002,275.69235,-0.24704905,-3.2324457,-1.4087884,326.7844,31.694733,0.0026355616
2017-12-02 01:45:00,334.37723,275.93674,-0.31196505,-3.3053467,-1.688891,327.06573,24.381508,0.0020629189
2017-12-02 02:00:00,333.12903,276.20883,-0.29675558,-2.7813966,-1.7748141,327.4136,18.389124,0.0015867825
2017-12-02 02:15:00,333.03903,276.11606,-0.28603777,-2.025939,-1.016975,327.30313,18.589523,0.0015935096
2017-12-02 02:30:00,334.03036,275.76642,-0.12132497,-1.7996593,-0.2726007,326.9153,23.978924,0.0020054623
2017-12-02 02:45:00,335.17468,275.46698,-0.0996593,-2.1694233,-0.015469328,326.54776,30.090452,0.0024629724
2017-12-02 03:00:00,336.1481,275.3363,-0.18147174,-2.4109812,-0.24251041,326.43234,34.44356,0.0027942194
2017-12-02 03:15:00,336.4576,275.1386,-0.12943883,-2.0734482,-0.25200897,326.20425,37.01292,0.0029606046
2017-12-02 03:30:00,336.83212,274.92288,-0.1069919,-1.7855463,-0.017285883,325.94485,40.093304,0.0031575826
2017-12-02 03:45:00,337.17023,274.752,-0.10674748,-1.9446745,-0.008480951,325.7704,42.62626,0.0033170765
2017-12-02 04:00:00,336.84665,274.7115,-0.12899692,-1.9966567,-0.43093842,325.71698,41.693615,0.0032348633
2017-12-02 04:15:00,335.7276,274.89627,-0.19365266,-1.6584557,-0.7741053,325.9363,35.90294,0.002822864
2017-12-02 04:30:00,334.98816,275.12198,-0.18044427,-0.7030066,-0.90798855,326.20142,31.471483,0.0025148091
2017-12-02 04:45:00,334.76367,275.15387,-0.050220706,0.34375235,-0.28702873,326.25513,30.336899,0.0024301163
2017-12-02 05:00:00,334.69974,275.06003,0.028003102,0.3057586,-0.11401014,326.13757,30.762136,0.002447476
2017-12-02 05:15:00,334.91785,274.86792,0.05267833,0.42597204,-0.38024676,325.9207,32.893703,0.0025814988
2017-12-02 05:30:00,335.65433,274.48618,0.06698213,0.7380159,-0.17777613,325.49576,38.496166,0.0029401502
2017-12-02 05:45:00,336.61865,274.01428,0.018204924,0.47170472,-0.17098613,324.94962,46.20576,0.0034111876
2017-12-02 06:00:00,337.0172,273.8226,0.023356963,0.05300384,0.07706842,324.72443,49.541325,0.0036070948
2017-12-02 06:15:00,336.58026,273.75964,-0.047542553,-0.56868005,-0.086397894,324.65778,48.19724,0.0034935526
2017-12-02 06:30:00,335.60092,273.91534,-0.11328158,-0.43109047,-0.42909628,324.85065,42.687473,0.0031295733
2017-12-02 06:45:00,335.24402,274.0206,-0.06304714,0.09948294,-0.23935638,324.98657,40.28728,0.0029765596
2017-12-02 07:00:00,334.8325,274.07993,-0.07086158,-0.14880863,-0.2143848,325.0591,38.104546,0.0028274697
2017-12-02 07:15:00,334.03638,274.23337,-0.052722998,-0.203787,-0.03755586,325.2448,33.665546,0.0025260507
2017-12-02 07:30:00,333.78217,274.20752,0.0056753666,-0.115521,0.21254827,325.21387,32.827168,0.0024585393
2017-12-02 07:45:00,334.1855,274.068,-0.03535072,0.19226094,-0.36924106,325.04428,35.53638,0.0026346087
2017-12-02 08:00:00,335.29483,273.87534,-0.13829687,-0.07632455,-0.2256208,324.80545,41.72132,0.0030499634
2017-12-02 08:15:00,336.75653,273.66467,-0.15532078,-0.15782806,-0.020233884,324.5448,49.796104,0.003584648
2017-12-02 08:30:00,336.7258,273.68124,0.02057905,0.05690162,0.49518302,324.552,49.57854,0.0035727995
2017-12-02 08:45:00,335.97745,273.5564,-0.007824412,-0.52626944,0.18352422,324.38446,47.558037,0.0033955523
2017-12-02 09:00:00,336.34528,273.68967,-0.030265585,-0.28164965,0.08494715,324.52774,48.042572,0.003462944
2017-12-02 09:15:00,336.63513,273.52103,0.044709485,0.104190744,0.27877074,324.32605,50.813297,0.0036180147
2017-12-02 09:30:00,336.4101,273.36417,-0.0010246707,-0.1165669,0.07415912,324.12613,51.33507,0.0036131735
2017-12-02 09:45:00,336.82416,273.46533,-0.048674025,-0.07696454,-0.108684495,324.24893,52.205658,0.0037016943
2017-12-02 10:00:00,337.27435,273.48514,-0.058159973,-0.15727949,-0.21378435,324.27283,53.989166,0.0038336876
2017-12-02 10:15:00,337.98492,273.57312,-0.041354276,-0.19651851,-0.16286786,324.36475,56.323082,0.004024523
2017-12-02 10:30:00,338.47488,273.5822,-0.043917328,-0.31762487,-0.23973748,324.3657,58.42071,0.0041767205
2017-12-02 10:45:00,338.89398,273.7723,-0.08750984,-0.47355992,-0.19612108,324.5835,58.4383,0.0042356644
2017-12-02 11:00:00,338.60922,273.89114,-0.046499804,-0.17368403,0.008785203,324.7179,56.12587,0.0041029598
2017-12-02 11:15:00,338.18292,273.94427,-6.551994e-05,0.18774244,0.051684424,324.76816,53.889214,0.003954099
2017-12-02 11:30:00,337.5946,273.99762,0.07408598,0.53005016,-0.06737442,324.8209,50.97743,0.003754495
2017-12-02 11:45:00,337.38712,274.0318,0.19662187,1.1477921,0.21042076,324.84933,49.8626,0.0036810033
2017-12-02 12:00:00,338.3852,274.06558,0.23840827,1.6197565,0.3539981,324.8769,53.806705,0.0039813514
2017-12-02 12:15:00,340.10092,274.0678,0.27438515,1.6512871,0.7443611,324.86984,61.046295,0.0045172893
2017-12-02 12:30:00,341.4178,274.2293,0.28759038,1.551251,0.94586587,325.05237,65.022385,0.004867554
2017-12-02 12:45:00,341.6552,274.45984,0.35866076,1.6304418,1.4572687,325.32028,63.758175,0.004852729
2017-12-02 13:00:00,342.07733,274.66962,0.41879278,1.9797103,2.0099487,325.56195,63.471638,0.0049041384
2017-12-02 13:15:00,345.5712,274.64093,0.46928537,2.3958626,2.309174,325.51212,77.98642,0.0060121594
2017-12-02 13:30:00,345.9212,274.1057,0.4598476,1.9307584,2.385943,324.85678,85.55138,0.0063440087
2017-12-02 13:45:00,345.42615,274.43427,0.32090804,0.8860676,2.310307,325.24097,79.78747,0.006058342
2017-12-02 14:00:00,348.63342,274.7653,0.54602945,2.2715855,2.7641096,325.65485,89.00597,0.006923036
2017-12-02 14:15:00,348.93253,274.19437,0.59301543,2.5295649,2.6813889,324.9692,97.16455,0.0072520864
2017-12-02 14:30:00,347.82645,274.60666,0.34207106,1.7302817,2.7873797,325.45032,87.6617,0.0067398446
2017-12-02 14:45:00,349.8819,274.6079,0.6456609,3.8542461,2.021835,325.4645,95.9648,0.0073799053
2017-12-02 15:00:00,347.41205,273.48724,0.31150877,3.667591,0.60802525,324.1569,99.43773,0.007052939
2017-12-02 15:15:00,346.849,273.86133,0.008300096,0.9501549,-0.112194344,324.60736,92.210884,0.0067208568
2017-12-02 15:30:00,346.7133,273.37857,0.05048279,-0.7261261,0.39571154,324.03778,97.66622,0.0068734917
2017-12-02 15:45:00,348.15005,274.98978,0.3583097,1.0712531,0.4484586,325.95724,84.32866,0.006668553
2017-12-02 16:00:00,347.61246,274.82178,0.59981114,2.048568,2.358283,325.76434,84.03302,0.006565862
2017-12-02 16:15:00,347.1714,274.4106,0.1981406,1.254231,0.6602874,325.26047,87.01295,0.006599105
2017-12-02 16:30:00,346.50153,274.50613,-0.046914414,-0.100079596,-1.4918308,325.3835,83.10751,0.0063471617
2017-12-02 16:45:00,345.49216,275.32236,-0.018664086,0.007351324,-1.5079178,326.36642,70.37279,0.0057002273
2017-12-02 17:00:00,343.7543,275.18127,0.24902166,-1.8014634,1.6338265,326.20874,64.98755,0.005211592
2017-12-02 17:15:00,344.66196,275.20584,0.15584585,-1.6427486,2.3283052,326.2382,68.26898,0.0054844157
2017-12-02 17:30:00,343.26093,275.15314,-0.034784418,-1.7690223,1.0306582,326.15222,63.450977,0.0050768415
2017-12-02 17:45:00,343.58032,274.52612,-0.1849433,-2.4787726,-1.6402783,325.42105,70.855865,0.0054200822
2017-12-02 18:00:00,343.45,274.40274,-0.24637239,-3.0247803,-1.8024362,325.26758,71.6352,0.0054307277
2017-12-02 18:15:00,341.94547,272.68127,-0.8689579,-5.900861,-4.1895885,323.24557,84.27791,0.0056392294
2017-12-02 18:30:00,343.59406,273.1002,-0.6553702,-5.8907576,-2.7995949,323.76077,86.72416,0.0059843757
2017-12-02 18:45:00,344.16122,273.64667,-0.51451325,-2.9167204,-4.0472426,324.43588,82.616516,0.0059338743
2017-12-02 19:00:00,345.8751,275.4551,-0.16314478,-1.0163438,-0.6939354,326.60153,70.14486,0.005740836
2017-12-02 19:15:00,346.61115,275.7268,-0.012576297,1.0539955,-0.5383217,326.9186,70.27245,0.0058637625
2017-12-02 19:30:00,345.7948,275.43344,-0.07154875,1.4396493,-1.4000401,326.57907,70.037224,0.0057233446
2017-12-02 19:45:00,346.1415,275.51233,-0.18734032,0.3293011,-1.8453225,326.6903,70.490234,0.005794076
2017-12-02 20:00:00,347.76608,275.20547,-0.43853223,-1.2145426,-0.9251791,326.3196,79.915924,0.006425576
2017-12-02 20:15:00,346.9083,275.65533,-0.51818246,-0.9427768,-2.5316422,326.83716,72.07266,0.0059835636
2017-12-02 20:30:00,346.40866,275.33746,-0.791257,-3.866056,-3.461846,326.4515,73.415276,0.00595742
2017-12-02 20:45:00,343.0267,275.1397,-0.18963453,-1.7191774,-2.9237103,326.1807,62.452965,0.0049945684
2017-12-02 21:00:00,343.3669,274.49307,-0.89276874,-4.935769,-5.955469,325.4185,70.13478,0.0053542727
2017-12-02 21:15:00,343.8664,274.99155,-0.9109637,-5.252857,-4.9232674,326.02393,67.068695,0.005308039
2017-12-02 21:30:00,343.51883,275.83798,-0.35094672,-1.4383403,-2.9157765,327.02817,57.88355,0.0048673116
2017-12-02 21:45:00,343.70148,276.34637,0.01343874,0.61756325,-0.8288457,327.6217,54.241184,0.004728718
2017-12-02 22:00:00,344.13165,275.88953,-0.0909647,0.38408968,-1.5097396,327.067,59.782925,0.0050443346
2017-12-02 22:15:00,343.25043,275.68695,-0.20678683,0.0739855,-1.9133188,326.81354,58.38413,0.0048548905
2017-12-02 22:30:00,343.07675,275.46213,-0.3207992,-0.15143977,-2.6082375,326.54852,59.739418,0.004888455
2017-12-02 22:45:00,343.56992,275.15692,-0.28783184,-0.5198191,-2.4772766,326.18515,64.47855,0.005162045
2017-12-02 23:00:00,344.05496,275.07224,-0.22503379,-0.31976163,-2.2159512,326.0766,67.22957,0.0053492086
2017-12-02 23:15:00,344.50507,274.99997,-0.27903056,0.15999222,-2.5978198,325.99002,69.71803,0.0055184425
2017-12-02 23:30:00,344.5859,275.26868,-0.32444996,-0.5950051,-2.8656101,326.2934,67.45415,0.0054422906
2017-12-02 23:45:00,343.64456,275.77307,-0.28211525,-0.66247886,-1.971436,326.8836,59.23007,0.004953911
2017-12-03 00:00:00,343.39005,275.89328,-0.22985917,-0.32458284,-1.2631739,327.01862,57.266438,0.0048305485
2017-12-03 00:15:00,343.41684,275.9629,-0.18725252,-0.63737774,-1.4140104,327.09317,56.79614,0.004814305
2017-12-03 00:30:00,342.8678,276.21704,-0.124228925,-0.96791625,-1.2433724,327.38205,52.72048,0.0045498465
2017-12-03 00:45:00,342.7897,276.27686,-0.1906146,-0.8475563,-1.5393292,327.44504,51.985523,0.004505163
2017-12-03 01:00:00,342.73706,276.4343,-0.16431999,-0.08488761,-1.4745648,327.63528,50.511513,0.00442685
2017-12-03 01:15:00,342.46677,276.5212,-0.1118404,0.77369905,-1.2313735,327.7413,48.86416,0.0043091234
2017-12-03 01:30:00,342.41232,275.98685,-0.38319212,-1.0203379,-2.1806395,327.11047,52.981052,0.004498059
2017-12-03 01:45:00,342.66968,275.3425,-0.7228191,-3.3634756,-3.8126495,326.35776,59.503567,0.0048250826
2017-12-03 02:00:00,342.57675,275.39355,-0.8244451,-3.237679,-4.8647223,326.43817,58.593597,0.0047697215
2017-12-03 02:15:00,342.6778,275.35135,-1.0609887,-4.0126314,-5.252823,326.4023,59.2941,0.004812912
2017-12-03 02:30:00,342.6398,274.8478,-1.1883252,-5.0327115,-6.908142,325.8264,63.744427,0.00499164
2017-12-03 02:45:00,342.71133,274.28427,-1.3319077,-6.324932,-8.14666,325.16513,69.60539,0.00523406
2017-12-03 03:00:00,342.5316,274.26382,-1.293228,-6.016964,-7.940772,325.15158,69.01242,0.0051824115
2017-12-03 03:15:00,342.19778,274.3715,-1.2363691,-5.691489,-7.932729,325.29404,66.46285,0.0050307107
2017-12-03 03:30:00,341.95596,274.33414,-1.2352707,-5.6160536,-7.758538,325.26675,65.751,0.004964339
2017-12-03 03:45:00,342.15305,273.9932,-1.376933,-6.6292706,-8.104051,324.86703,70.03171,0.0051590633
2017-12-03 04:00:00,341.732,274.40805,-1.1361048,-5.3279734,-7.291877,325.37177,64.009796,0.004859638
2017-12-03 04:15:00,341.62195,274.27197,-1.152621,-5.6238813,-6.9718904,325.22003,64.84807,0.004875659
2017-12-03 04:30:00,341.3512,274.05154,-1.2774335,-6.134732,-7.560684,324.97253,65.848625,0.004873348
2017-12-03 04:45:00,341.56415,273.7504,-1.341033,-6.4565725,-8.207396,324.61163,69.88256,0.005060077
2017-12-03 05:00:00,341.78073,273.5865,-1.3483195,-6.6539297,-8.017528,324.42685,72.5226,0.005189679
2017-12-03 05:15:00,341.47864,273.50247,-1.2332158,-6.156473,-7.434354,324.33173,72.07934,0.0051268255
2017-12-03 05:30:00,341.3588,273.42926,-1.278029,-6.336079,-7.8161993,324.25015,72.314415,0.005116537
2017-12-03 05:45:00,341.30573,273.384,-1.2000545,-6.1759577,-7.19881,324.19995,72.55239,0.005116699
2017-12-03 06:00:00,341.13867,273.4063,-1.2014732,-5.753391,-7.422245,324.23334,71.5298,0.0050531537
2017-12-03 06:15:00,341.22507,273.31305,-1.1662828,-5.3591747,-7.4353533,324.12888,72.89608,0.005115191
2017-12-03 06:30:00,341.14932,273.61432,-0.99201834,-4.4025116,-6.671223,324.4876,69.31431,0.004971626
2017-12-03 06:45:00,341.3041,273.69482,-0.8955239,-3.6156888,-5.857651,324.57422,69.188225,0.0049911863
2017-12-03 07:00:00,341.86667,273.09894,-0.93460095,-4.8564687,-6.114374,323.85797,78.28939,0.0054076347
2017-12-03 07:15:00,341.74634,273.11447,-1.0351033,-5.017499,-5.8867593,323.87302,77.58322,0.0053647333
2017-12-03 07:30:00,342.24637,272.942,-1.1030614,-5.4121294,-5.8437486,323.67654,81.83283,0.005588327
2017-12-03 07:45:00,342.46396,272.7626,-1.0201807,-5.0973973,-6.007777,323.462,85.008545,0.005729513
2017-12-03 08:00:00,342.52014,272.7015,-0.94988346,-5.084676,-5.9721975,323.38776,86.030045,0.0057724062
2017-12-03 08:15:00,342.38348,272.8733,-0.9371501,-4.388264,-5.6108704,323.58585,83.33966,0.005662186
2017-12-03 08:30:00,342.19998,272.92963,-0.87587726,-4.319231,-5.2368526,323.63834,81.902626,0.00558662
2017-12-03 08:45:00,342.1089,272.98706,-0.8515407,-3.439862,-5.315449,323.68558,80.92637,0.0055419607
2017-12-03 09:00:00,341.99084,272.99948,-0.77829444,-3.7191,-4.6692095,323.68784,80.31042,0.0055040214
2017-12-03 09:15:00,341.91476,273.14532,-0.5871434,-2.6360068,-3.8868852,323.85028,78.33371,0.0054253275
2017-12-03 09:30:00,341.84335,273.4495,-0.38471636,-1.364951,-3.1527567,324.20685,74.61193,0.0052830116
2017-12-03 09:45:00,341.71692,273.57266,-0.13688077,-0.6672932,-1.5893316,324.34357,72.757866,0.0051975218
2017-12-03 10:00:00,341.62405,273.50662,-0.09902279,-0.45541734,-0.9099288,324.26358,73.07643,0.0051951976
2017-12-03 10:15:00,341.55588,273.4052,-0.19082674,-0.47117287,-0.7651057,324.13608,73.925064,0.005216517
2017-12-03 10:30:00,341.54617,273.26028,-0.24420235,-1.0284437,-1.1391935,323.9557,75.53905,0.0052739987
2017-12-03 10:45:00,341.5836,273.43985,-0.17921281,-0.86947066,-0.5615229,324.16687,73.72435,0.005214892
2017-12-03 11:00:00,341.68375,273.61148,-0.06784771,0.4115041,-0.08591407,324.36453,72.32935,0.00518009
2017-12-03 11:15:00,342.1976,273.73837,0.08224505,1.3502676,0.11604661,324.51144,73.21691,0.0052919635
2017-12-03 11:30:00,343.22064,273.71707,0.17361715,1.442869,-0.032146428,324.4758,77.95212,0.005624882
2017-12-03 11:45:00,343.08896,273.7636,0.17483675,1.215659,0.26051205,324.52075,76.91776,0.005568396
2017-12-03 12:00:00,343.22427,273.8755,0.25249007,1.2676233,0.74818116,324.64368,76.31918,0.005569467
2017-12-03 12:15:00,343.22736,273.94287,0.19688632,0.67706746,0.7832367,324.71616,75.63447,0.005546061
2017-12-03 12:30:00,343.52084,274.1438,0.22718588,0.37122416,0.967503,324.95056,74.722855,0.005559234
2017-12-03 12:45:00,343.9765,274.4097,0.27313215,0.38518935,0.99614286,325.25934,73.81993,0.0055981684
2017-12-03 13:00:00,344.30795,274.65823,0.27368608,0.051518727,1.450036,325.5463,72.61022,0.005605503
2017-12-03 13:15:00,344.02353,274.89087,0.30442494,0.794796,1.6670046,325.82248,69.09523,0.005424204
2017-12-03 13:30:00,345.39948,275.09174,0.41541636,2.3018217,1.9510108,326.0551,72.52285,0.0057756784
2017-12-03 13:45:00,347.26324,275.05096,0.39757454,1.9639574,1.598614,326.01138,80.250275,0.006372725
2017-12-03 14:00:00,348.1557,275.44797,0.44377562,1.7125101,2.7609468,326.47925,79.47462,0.006493117
2017-12-03 14:15:00,348.2691,274.7221,0.38097,1.7939928,2.3273735,325.6133,87.98406,0.0068230275
2017-12-03 14:30:00,348.95963,275.41675,0.26504144,0.7548054,1.6108208,326.44217,82.88652,0.006756752
2017-12-03 14:45:00,349.62253,275.66867,0.47846115,2.4177322,3.5992093,326.7694,82.53458,0.00685249
2017-12-03 15:00:00,351.3264,275.11487,0.49382266,1.798868,1.5770884,326.13068,95.2665,0.0076035205
2017-12-03 15:15:00,349.84866,275.54495,0.41692033,2.7582316,2.5605524,326.66595,84.514015,0.0069582923
2017-12-03 15:30:00,349.4699,275.11063,0.51833594,2.2604027,2.830182,326.15216,87.8963,0.0070151514
2017-12-03 15:45:00,349.06226,275.15393,-0.013516827,-0.91250217,-0.39037687,326.2096,85.780525,0.0068680434
2017-12-03 16:00:00,350.89658,275.9381,0.5882236,2.7306821,2.3637812,327.14175,84.11217,0.0071231234
2017-12-03 16:15:00,350.34167,275.46506,0.3917129,2.1494262,1.9126302,326.58917,87.18239,0.0071384558
2017-12-03 16:30:00,350.7244,275.69662,0.19794682,1.7571969,2.0503893,326.87894,85.984085,0.007159043
2017-12-03 16:45:00,350.36444,275.5375,0.43054116,1.2111754,2.2893012,326.68903,86.39094,0.0071114805
2017-12-03 17:00:00,349.62064,274.9488,0.06436983,0.9084257,0.49171478,325.9907,90.191986,0.0071175443
2017-12-03 17:15:00,349.3321,275.08514,-0.19072706,-0.9176974,-1.6673933,326.1619,87.43689,0.006968736
2017-12-03 17:30:00,349.85385,275.1476,0.588019,2.9036973,0.57732135,326.26068,88.63963,0.0070982245
2017-12-03 17:45:00,349.51074,275.1812,-0.15134087,0.9254001,-1.5890081,326.27643,87.04494,0.006985526
2017-12-03 18:00:00,350.66837,276.03152,0.30145,2.8130267,0.303417,327.329,81.90596,0.006988369
2017-12-03 18:15:00,350.42886,275.5329,0.46839747,3.5522637,2.830293,326.75296,86.33497,0.007109839
2017-12-03 18:30:00,349.9363,274.88046,0.015884165,0.5391246,-0.15225263,325.96222,91.96713,0.0072261738
2017-12-03 18:45:00,349.5568,274.41714,-0.13388003,0.07374051,-1.6939814,325.39453,96.10477,0.0073020305
2017-12-03 19:00:00,348.3064,274.52545,-0.13543795,-0.50277984,-1.4486296,325.54077,89.56195,0.006859589
2017-12-03 19:15:00,349.44052,275.41824,-0.118187964,-0.2559607,-1.090893,326.6255,83.79273,0.0068447264
2017-12-03 19:30:00,348.89545,274.77173,-0.65161693,-2.4282942,-4.228138,325.8535,88.96547,0.006937385
2017-12-03 19:45:00,348.22806,275.10156,-0.61729026,-2.7540154,-4.0640717,326.2663,82.48719,0.0065880255
2017-12-03 20:00:00,351.38605,276.05148,-0.24610174,-1.4076266,-1.2985905,327.416,84.002,0.0071822884
2017-12-03 20:15:00,352.72415,276.48172,-0.061167456,-0.22522736,-0.4760527,327.94226,84.14373,0.0074192104
2017-12-03 20:30:00,351.72488,276.0437,-0.46399397,-1.8095556,-2.6383328,327.4429,85.14282,0.007278624
2017-12-03 20:45:00,350.46613,275.65402,-0.6348768,-2.581652,-2.2966957,326.9405,84.92132,0.007057574
2017-12-03 21:00:00,351.54828,276.127,-0.6274055,-4.205659,-2.2422488,327.4874,83.8722,0.007208459
2017-12-03 21:15:00,350.65625,275.77103,-0.58122003,-3.3309264,-2.8195822,327.0511,84.49772,0.007079157
2017-12-03 21:30:00,350.87836,275.5865,-0.51119506,-3.690599,-2.7822418,326.81696,87.43718,0.0072282907
2017-12-03 21:45:00,351.00385,276.11615,-0.2113812,-1.9919975,-0.737052,327.44098,82.17702,0.007054765
2017-12-03 22:00:00,350.56238,275.3335,-0.6955396,-4.251808,-3.1604257,326.5089,89.123566,0.0072348835
2017-12-03 22:15:00,350.54977,275.89606,-0.27095413,-1.9483943,-1.2888529,327.17114,82.89634,0.0070051053
2017-12-03 22:30:00,349.6354,275.76337,-0.23505098,-1.9914535,-0.879912,327.0008,80.983246,0.006778002
2017-12-03 22:45:00,349.5046,275.9324,-0.052082725,-1.1605144,-0.4925651,327.194,78.764496,0.006671768
2017-12-03 23:00:00,348.97073,275.43628,-0.18395257,-1.1604329,-0.6014287,326.5943,82.06692,0.006708614
2017-12-03 23:15:00,348.50845,275.446,-0.23752902,-1.5502944,-0.9386092,326.59775,80.238556,0.006563152
2017-12-03 23:30:00,348.59753,275.20874,-0.24528337,-1.5246005,-0.76647526,326.30542,83.20335,0.006690162
2017-12-03 23:45:00,348.50504,274.70074,-0.3685602,-1.7510731,-1.3170241,325.68945,88.64232,0.0068710386
2017-12-04 00:00:00,348.5545,274.3938,-0.4287218,-0.7666454,-2.660509,325.31766,92.51518,0.007013733
2017-12-04 00:15:00,348.46158,274.5152,-0.597563,-1.8750497,-3.685615,325.44635,90.76593,0.0069404948
2017-12-04 00:30:00,348.47336,274.73053,-0.493083,-1.2401512,-3.1170835,325.698,88.312355,0.006858171
2017-12-04 00:45:00,348.1375,274.68704,-0.3378617,0.28080758,-1.019097,325.64316,87.47463,0.0067716413
2017-12-04 01:00:00,347.6766,274.55988,-0.69636834,0.35971886,-3.748619,325.48825,87.08851,0.0066799773
2017-12-04 01:15:00,346.44162,274.76212,-0.9200674,-1.7330706,-4.269205,325.73126,79.79533,0.0062105744
2017-12-04 01:30:00,346.5093,274.73553,-1.0192928,-4.0774183,-3.0622637,325.6976,80.3692,0.006243143
2017-12-04 01:45:00,346.30432,274.38852,-0.9123192,-4.2897344,-5.007023,325.2827,83.416435,0.006319572
2017-12-04 02:00:00,345.82108,273.98907,-0.94749933,-4.5239987,-5.505632,324.81992,85.92549,0.0063251397
2017-12-04 02:15:00,345.49683,273.74207,-1.0264508,-4.5571213,-5.6678095,324.53217,87.417175,0.00632114
2017-12-04 02:30:00,345.5395,273.61047,-1.2069833,-6.4653435,-6.311823,324.36093,89.27272,0.0063929083
2017-12-04 02:45:00,345.66272,273.39697,-1.2759674,-7.79473,-6.751968,324.1212,92.3673,0.006513624
2017-12-04 03:00:00,345.7919,274.14203,-0.9722057,-5.744815,-5.1054544,325.0221,83.91508,0.006247294
2017-12-04 03:15:00,345.65707,273.84875,-1.0485305,-5.715168,-4.55093,324.68503,86.696465,0.0063195108
2017-12-04 03:30:00,345.34604,274.03763,-0.8354043,-3.987381,-4.6635814,324.9087,83.16861,0.0061458275
2017-12-04 03:45:00,345.43994,274.31204,-0.65858096,-2.6190639,-3.421065,325.23587,80.45426,0.0060644764
2017-12-04 04:00:00,345.13617,274.6893,-0.49520823,-2.801633,-2.0086906,325.68204,75.12525,0.005818864
2017-12-04 04:15:00,344.85736,274.2131,-0.60039544,-3.3379586,-2.2556074,325.11197,79.15631,0.005923727
2017-12-04 04:30:00,344.9054,273.7444,-0.6827952,-4.493219,-2.8139787,324.56677,84.63943,0.0061234226
2017-12-04 04:45:00,344.72305,274.04532,-0.46169108,-3.1619484,-1.8932588,324.93246,80.35652,0.0059422734
2017-12-04 05:00:00,344.55023,274.25418,-0.2979855,-2.1297576,-1.4143746,325.1779,77.32906,0.0058052638
2017-12-04 05:15:00,344.77856,274.11075,-0.3585167,-2.1997182,-1.549715,325.02533,79.77605,0.0059283166
2017-12-04 05:30:00,345.1276,273.69565,-0.5154366,-2.429603,-1.8893006,324.52676,86.080185,0.0062068743
2017-12-04 05:45:00,344.49878,273.39835,-0.6922615,-2.5415766,-1.6514728,324.18756,86.77769,0.0061243614
2017-12-04 06:00:00,344.06314,274.17685,-0.7940938,-3.9005246,-3.4898195,325.11008,76.005104,0.00567554
2017-12-04 06:15:00,344.1324,273.8021,-0.61669934,-4.17972,-2.5463135,324.67072,80.428085,0.005845394
2017-12-04 06:30:00,343.81384,273.47977,-0.7329037,-4.2201796,-3.5766058,324.2973,82.693665,0.0058716205
2017-12-04 06:45:00,343.42307,274.14148,-0.2552855,-1.2053419,-0.62396765,325.0936,73.563126,0.0054806713
2017-12-04 07:00:00,342.99374,273.93774,-0.31752932,-1.334562,0.08838087,324.8617,73.87656,0.0054240413
2017-12-04 07:15:00,343.1908,273.345,-0.06713427,-1.1138288,0.9060738,324.15094,81.41381,0.0057252054
2017-12-04 07:30:00,343.1268,273.0645,-0.25789213,-1.1143426,0.038911104,323.80972,84.48608,0.0058205565
2017-12-04 07:45:00,342.7233,273.1852,-0.39112136,-0.8648822,-0.624335,323.95566,81.205376,0.0056441417
2017-12-04 08:00:00,342.62875,273.3994,0.14497982,0.91060424,1.0065749,324.20868,78.319695,0.005529057
2017-12-04 08:15:00,343.30994,272.47748,0.005755892,-0.09901468,-0.09558959,323.10565,92.70308,0.0061178873
2017-12-04 08:30:00,343.23148,272.45636,0.08320203,-0.03807363,-0.36211246,323.05344,92.76779,0.006110887
2017-12-04 08:45:00,343.03143,272.53772,-0.13679497,0.17077038,-0.8278502,323.1367,90.846466,0.006019229
2017-12-04 09:00:00,342.4026,272.81735,-0.3852715,-0.40580964,-1.9925939,323.45587,84.478386,0.0057121953
2017-12-04 09:15:00,342.2815,273.1789,-0.67359644,-2.7050354,-1.5134821,323.8853,79.63778,0.0055288677
2017-12-04 09:30:00,342.33438,273.21805,-0.6887942,-2.3503418,-1.5874146,323.93408,79.41153,0.0055290484
2017-12-04 09:45:00,342.4034,273.15594,-0.51887286,-1.2392783,-0.8362627,323.85162,80.4941,0.005578589
2017-12-04 10:00:00,342.43402,272.799,-0.47757685,-0.39267683,-1.4702079,323.4134,84.970634,0.0057364935
2017-12-04 10:15:00,342.12192,272.2005,-0.592546,-0.7419032,-3.3424258,322.68964,91.074005,0.0058839014
2017-12-04 10:30:00,342.28882,272.90265,-0.7527863,-1.8504117,-2.9663405,323.51724,83.15658,0.005655517
