z_column,releases,clock_dir_all
ALL,2017-12-22 11:00:00,2.011800093097591
ALL,2017-12-22 12:00:00,1.977925852816018
ALL,2017-12-22 13:00:00,1.9951429916963523
ALL,2017-12-22 14:00:00,1.9653195897715707
ALL,2017-12-22 15:00:00,1.7312551623714414
ALL,2017-12-22 16:00:00,1.6250504901473442
ALL,2017-12-22 17:00:00,1.6163113814734216
ALL,2017-12-22 18:00:00,1.6881099830770976
ALL,2017-12-22 19:00:00,1.643661972659433
ALL,2017-12-22 20:00:00,1.4290053393175524
ALL,2017-12-22 21:00:00,1.437380352246284
ALL,2017-12-22 22:00:00,1.395954490122653
ALL,2017-12-22 23:00:00,1.3805187696639674
ALL,2017-12-23 00:00:00,1.30457461215916
ALL,2017-12-23 01:00:00,0.8845159346484129
ALL,2017-12-23 02:00:00,0.5774136195919133
ALL,2017-12-23 03:00:00,0.5637555602133029
ALL,2017-12-23 04:00:00,0.4670578689206538
ALL,2017-12-23 05:00:00,0.42744439133737777
ALL,2017-12-23 06:00:00,0.3061207380291119
ALL,2017-12-23 07:00:00,0.2108905707018879
ALL,2017-12-23 08:00:00,0.15121360200138645
ALL,2017-12-23 09:00:00,11.989915528917118
ALL,2017-12-23 10:00:00,11.916758056703317
ALL,2017-12-23 11:00:00,11.872571663370298
ALL,2017-12-23 12:00:00,11.886045557663762
ALL,2017-12-23 13:00:00,11.901453077146254
ALL,2017-12-23 14:00:00,11.609357838085073
ALL,2017-12-23 15:00:00,11.774549135030506
ALL,2017-12-23 16:00:00,11.72471722055181
ALL,2017-12-23 17:00:00,11.238788494005844
ALL,2017-12-23 18:00:00,10.932509540908624
ALL,2017-12-23 19:00:00,10.99483376994989
ALL,2017-12-23 20:00:00,10.497350767236698
ALL,2017-12-23 21:00:00,9.560701734273557
ALL,2017-12-23 22:00:00,9.765809153969814
ALL,2017-12-23 23:00:00,9.722344164760788
ALL,2017-12-24 00:00:00,9.56174816251504
ALL,2017-12-24 01:00:00,9.538401329442236
ALL,2017-12-24 02:00:00,9.353529274203463
ALL,2017-12-24 03:00:00,9.291282681904129
ALL,2017-12-24 04:00:00,9.221764318804043
ALL,2017-12-24 05:00:00,9.123577538578246
ALL,2017-12-24 06:00:00,9.19065466437018
ALL,2017-12-24 07:00:00,9.1169510090504
ALL,2017-12-24 08:00:00,8.93075510434878
ALL,2017-12-24 09:00:00,8.931486685820229
ALL,2017-12-24 10:00:00,9.314078168913825
ALL,2017-12-24 11:00:00,9.192337883088284
