z_column,releases,R_DIS_all
ALL,2018-03-04 09:00:00,312.9192437862798
ALL,2018-03-04 10:00:00,305.2956775907525
ALL,2018-03-04 11:00:00,290.640888592284
ALL,2018-03-04 12:00:00,288.40150824741846
ALL,2018-03-04 13:00:00,284.75052896886075
ALL,2018-03-04 14:00:00,289.2790820330389
ALL,2018-03-04 15:00:00,314.7336148514496
ALL,2018-03-04 16:00:00,350.14121795805227
ALL,2018-03-04 17:00:00,399.47112285069437
ALL,2018-03-04 18:00:00,383.67748819644373
ALL,2018-03-04 19:00:00,368.25514417522567
ALL,2018-03-04 20:00:00,356.1321538120223
ALL,2018-03-04 21:00:00,342.5362006483
ALL,2018-03-04 22:00:00,320.65168475991555
ALL,2018-03-04 23:00:00,333.11638918848803
ALL,2018-03-05 00:00:00,328.4214334367346
ALL,2018-03-05 01:00:00,343.35384794637247
ALL,2018-03-05 02:00:00,359.85843612401874
ALL,2018-03-05 03:00:00,347.35111399250013
ALL,2018-03-05 04:00:00,348.8805253991299
ALL,2018-03-05 05:00:00,363.4166121896593
ALL,2018-03-05 06:00:00,365.2422477691684
ALL,2018-03-05 07:00:00,348.3203213693258
ALL,2018-03-05 08:00:00,346.01360705872094
ALL,2018-03-05 09:00:00,339.1033071186738
ALL,2018-03-05 10:00:00,342.4411719965535
ALL,2018-03-05 11:00:00,344.28811711848914
ALL,2018-03-05 12:00:00,335.1795983461229
ALL,2018-03-05 13:00:00,312.4760315349904
ALL,2018-03-05 14:00:00,312.7973222368927
ALL,2018-03-05 15:00:00,339.42173199290653
ALL,2018-03-05 16:00:00,326.64215126182097
ALL,2018-03-05 17:00:00,330.9930174182947
ALL,2018-03-05 18:00:00,426.1066701329514
ALL,2018-03-05 19:00:00,397.3848188700049
ALL,2018-03-05 20:00:00,371.991338055963
ALL,2018-03-05 21:00:00,356.4891114165926
ALL,2018-03-05 22:00:00,333.8860609583464
ALL,2018-03-05 23:00:00,337.8255369482575
ALL,2018-03-06 00:00:00,329.84861756927063
ALL,2018-03-06 01:00:00,326.59261176482033
ALL,2018-03-06 02:00:00,322.36263952612774
ALL,2018-03-06 03:00:00,316.32688816122004
ALL,2018-03-06 04:00:00,335.04014953085044
ALL,2018-03-06 05:00:00,336.0638334912068
ALL,2018-03-06 06:00:00,330.1087234223315
ALL,2018-03-06 07:00:00,325.04892232704856
ALL,2018-03-06 08:00:00,315.18491233847976
ALL,2018-03-06 09:00:00,314.4146744020868
ALL,2018-03-06 10:00:00,312.56665666617596
ALL,2018-03-06 11:00:00,313.31064822800687
ALL,2018-03-06 12:00:00,304.3989312670732
ALL,2018-03-06 13:00:00,308.84115560615874
ALL,2018-03-06 14:00:00,324.8792053864123
ALL,2018-03-06 15:00:00,352.88773126210833
ALL,2018-03-06 16:00:00,323.4801347887046
ALL,2018-03-06 17:00:00,336.81956489736496
ALL,2018-03-06 18:00:00,321.1811944762761
ALL,2018-03-06 19:00:00,332.5388404085449
ALL,2018-03-06 20:00:00,333.2779749594924
ALL,2018-03-06 21:00:00,340.2362405877208
ALL,2018-03-06 22:00:00,335.7380140176065
ALL,2018-03-06 23:00:00,331.1582462891154
ALL,2018-03-07 00:00:00,390.3232850972393
ALL,2018-03-07 01:00:00,470.3418140917253
ALL,2018-03-07 02:00:00,428.9040718928233
ALL,2018-03-07 03:00:00,512.3347656233204
ALL,2018-03-07 04:00:00,483.81833621076646
ALL,2018-03-07 05:00:00,504.644253097547
ALL,2018-03-07 06:00:00,470.10775972197064
ALL,2018-03-07 07:00:00,475.3040760169319
ALL,2018-03-07 08:00:00,461.307336645475
ALL,2018-03-07 09:00:00,460.36774120501997
ALL,2018-03-07 10:00:00,521.3638531338787
ALL,2018-03-07 11:00:00,524.0159654165511
ALL,2018-03-07 12:00:00,521.1682507712937
ALL,2018-03-07 13:00:00,425.56662462849533
ALL,2018-03-07 14:00:00,474.20842349093937
ALL,2018-03-07 15:00:00,452.23446235153864
ALL,2018-03-07 16:00:00,429.859587168569
ALL,2018-03-07 17:00:00,460.51246904225724
ALL,2018-03-07 18:00:00,482.9651459417723
ALL,2018-03-07 19:00:00,466.6990970378924
ALL,2018-03-07 20:00:00,421.8927794772578
ALL,2018-03-07 21:00:00,455.8703246987843
ALL,2018-03-07 22:00:00,442.48827835631425
ALL,2018-03-07 23:00:00,488.742615919656
ALL,2018-03-08 00:00:00,464.9563651782169
ALL,2018-03-08 01:00:00,438.876295911811
ALL,2018-03-08 02:00:00,423.3697928843764
ALL,2018-03-08 03:00:00,431.66896637102053
ALL,2018-03-08 04:00:00,433.8237391089373
ALL,2018-03-08 05:00:00,428.71861490500623
ALL,2018-03-08 06:00:00,422.9763220607844
ALL,2018-03-08 07:00:00,418.30886654464183
ALL,2018-03-08 08:00:00,441.59145352995426
ALL,2018-03-08 09:00:00,437.8612309546054
ALL,2018-03-08 10:00:00,435.9707288772712
ALL,2018-03-08 11:00:00,447.05135553931177
ALL,2018-03-08 12:00:00,489.1914924850223
ALL,2018-03-08 13:00:00,465.8338372661637
ALL,2018-03-08 14:00:00,432.25717816861203
ALL,2018-03-08 15:00:00,455.4699481225795
ALL,2018-03-08 16:00:00,481.28782094684465
ALL,2018-03-08 17:00:00,514.5813868022444
ALL,2018-03-08 18:00:00,506.2268333067151
ALL,2018-03-08 19:00:00,523.8588734485807
ALL,2018-03-08 20:00:00,527.6816161361812
ALL,2018-03-08 21:00:00,513.9464431055369
ALL,2018-03-08 22:00:00,582.9538784390542
ALL,2018-03-08 23:00:00,574.088513742563
ALL,2018-03-09 00:00:00,596.7251880379569
ALL,2018-03-09 01:00:00,578.5950263654923
ALL,2018-03-09 02:00:00,545.4826748384016
ALL,2018-03-09 03:00:00,541.7582216932656
ALL,2018-03-09 04:00:00,547.6240173589273
ALL,2018-03-09 05:00:00,598.8866393183528
ALL,2018-03-09 06:00:00,568.1019908529433
ALL,2018-03-09 07:00:00,548.1238923457379
ALL,2018-03-09 08:00:00,547.5767642723204
ALL,2018-03-09 09:00:00,569.2081400402902
ALL,2018-03-09 10:00:00,597.87155011466
ALL,2018-03-09 11:00:00,602.3031919820911
ALL,2018-03-09 12:00:00,561.6140390122622
ALL,2018-03-09 13:00:00,551.7376050261311
ALL,2018-03-09 14:00:00,511.7583531561364
ALL,2018-03-09 15:00:00,563.0532351494442
ALL,2018-03-09 16:00:00,624.9782756832913
ALL,2018-03-09 17:00:00,652.0903010826986
ALL,2018-03-09 18:00:00,697.605100580011
ALL,2018-03-09 19:00:00,829.4526985633506
ALL,2018-03-09 20:00:00,814.9242531014673
ALL,2018-03-09 21:00:00,769.7516146611221
ALL,2018-03-09 22:00:00,691.4808755426836
ALL,2018-03-09 23:00:00,680.2821813971341
ALL,2018-03-10 00:00:00,671.6855098687004
ALL,2018-03-10 01:00:00,684.3121415645558
ALL,2018-03-10 02:00:00,669.0406301815397
ALL,2018-03-10 03:00:00,668.6380077224803
ALL,2018-03-10 04:00:00,674.0644218593553
ALL,2018-03-10 05:00:00,662.2725611636799
ALL,2018-03-10 06:00:00,643.141320787936
ALL,2018-03-10 07:00:00,630.1293196728403
ALL,2018-03-10 08:00:00,612.7688563725218
ALL,2018-03-10 09:00:00,599.6497882378908
ALL,2018-03-10 10:00:00,583.8815877624108
ALL,2018-03-10 11:00:00,570.628628841419
ALL,2018-03-10 12:00:00,573.4554849221432
ALL,2018-03-10 13:00:00,570.4150834512187
ALL,2018-03-10 14:00:00,545.2022221878085
ALL,2018-03-10 15:00:00,538.0166260799725
ALL,2018-03-10 16:00:00,523.7429416267009
ALL,2018-03-10 17:00:00,518.6969156758057
ALL,2018-03-10 18:00:00,514.985232010483
ALL,2018-03-10 19:00:00,507.29732734983617
ALL,2018-03-10 20:00:00,495.2023561405069
ALL,2018-03-10 21:00:00,493.41135445943206
ALL,2018-03-10 22:00:00,462.12620869155717
ALL,2018-03-10 23:00:00,465.70227154647154
ALL,2018-03-11 00:00:00,497.41988826874825
ALL,2018-03-11 01:00:00,499.02005372294377
ALL,2018-03-11 02:00:00,503.1844534641441
ALL,2018-03-11 03:00:00,496.6620569784201
ALL,2018-03-11 04:00:00,496.15296167074393
ALL,2018-03-11 05:00:00,505.6031768396336
ALL,2018-03-11 06:00:00,498.27835649136654
ALL,2018-03-11 07:00:00,481.96467982366744
ALL,2018-03-11 08:00:00,475.1268350343883
ALL,2018-03-11 09:00:00,472.8479888459811
ALL,2018-03-11 10:00:00,464.69579569264295
ALL,2018-03-11 11:00:00,454.870745965368
ALL,2018-03-11 12:00:00,443.76890036985975
ALL,2018-03-11 13:00:00,431.96942996390806
ALL,2018-03-11 14:00:00,411.3379457138254
ALL,2018-03-11 15:00:00,393.45495009053064
ALL,2018-03-11 16:00:00,388.1286347027219
ALL,2018-03-11 17:00:00,395.1059088791201
ALL,2018-03-11 18:00:00,379.21739725103254
ALL,2018-03-11 19:00:00,383.6538546479101
ALL,2018-03-11 20:00:00,373.396256905788
ALL,2018-03-11 21:00:00,374.6005221146422
ALL,2018-03-11 22:00:00,346.8088116659172
ALL,2018-03-11 23:00:00,344.7435614682179
ALL,2018-03-12 00:00:00,335.57975096146777
ALL,2018-03-12 01:00:00,324.6806124119693
ALL,2018-03-12 02:00:00,320.2674207695129
ALL,2018-03-12 03:00:00,313.5720045930651
ALL,2018-03-12 04:00:00,322.53810083105867
ALL,2018-03-12 05:00:00,323.02297464876193
ALL,2018-03-12 06:00:00,314.27165621385853
ALL,2018-03-12 07:00:00,295.69494355242466
ALL,2018-03-12 08:00:00,286.4928526668969
ALL,2018-03-12 09:00:00,283.1298984603038
ALL,2018-03-12 10:00:00,280.0391433878482
ALL,2018-03-12 11:00:00,276.11855393750716
ALL,2018-03-12 12:00:00,269.8154561561396
ALL,2018-03-12 13:00:00,256.70691613104316
ALL,2018-03-12 14:00:00,249.3966560861297
ALL,2018-03-12 15:00:00,245.74318886866027
ALL,2018-03-12 16:00:00,261.6857946219843
ALL,2018-03-12 17:00:00,267.6397972714849
ALL,2018-03-12 18:00:00,355.27065687000874
ALL,2018-03-12 19:00:00,335.95384593936745
ALL,2018-03-12 20:00:00,333.06787298627967
ALL,2018-03-12 21:00:00,332.4807538426549
ALL,2018-03-12 22:00:00,329.9820536831379
ALL,2018-03-12 23:00:00,329.61394449219836
ALL,2018-03-13 00:00:00,322.0662257787364
ALL,2018-03-13 01:00:00,303.07471693965266
ALL,2018-03-13 02:00:00,304.74075789096594
ALL,2018-03-13 03:00:00,291.60792214569756
ALL,2018-03-13 04:00:00,284.89220324471927
ALL,2018-03-13 05:00:00,274.8191570955045
ALL,2018-03-13 06:00:00,284.66893423560003
ALL,2018-03-13 07:00:00,307.7648969924474
ALL,2018-03-13 08:00:00,315.43344303719914
ALL,2018-03-13 09:00:00,316.5867395302041
ALL,2018-03-13 10:00:00,313.6335975337878
ALL,2018-03-13 11:00:00,311.371430637174
ALL,2018-03-13 12:00:00,297.5636315807294
ALL,2018-03-13 13:00:00,279.5527427386227
ALL,2018-03-13 14:00:00,271.4725530567177
ALL,2018-03-13 15:00:00,259.62937650605426
ALL,2018-03-13 16:00:00,285.6918343651284
ALL,2018-03-13 17:00:00,302.88341384323803
ALL,2018-03-13 18:00:00,299.791249937438
ALL,2018-03-13 19:00:00,305.99691548275484
ALL,2018-03-13 20:00:00,313.200080015257
ALL,2018-03-13 21:00:00,307.60123272403723
ALL,2018-03-13 22:00:00,300.78571516597
ALL,2018-03-13 23:00:00,306.12076550531907
ALL,2018-03-14 00:00:00,298.6404647756425
ALL,2018-03-14 01:00:00,305.83582312950875
ALL,2018-03-14 02:00:00,315.73841672258993
ALL,2018-03-14 03:00:00,313.1073802585688
ALL,2018-03-14 04:00:00,308.0752180650759
ALL,2018-03-14 05:00:00,302.4836102612377
ALL,2018-03-14 06:00:00,300.48727686144383
ALL,2018-03-14 07:00:00,293.0621056337955
ALL,2018-03-14 08:00:00,281.59737058748806
ALL,2018-03-14 09:00:00,284.5980085179499
ALL,2018-03-14 10:00:00,284.96167198854454
ALL,2018-03-14 11:00:00,281.7544355844367
ALL,2018-03-14 12:00:00,284.3695852503977
ALL,2018-03-14 13:00:00,278.5781443531105
ALL,2018-03-14 14:00:00,271.49828718442024
ALL,2018-03-14 15:00:00,252.79923745965937
ALL,2018-03-14 16:00:00,260.9898133269834
ALL,2018-03-14 17:00:00,291.1939462203688
ALL,2018-03-14 18:00:00,336.75398450005554
ALL,2018-03-14 19:00:00,400.626711187895
ALL,2018-03-14 20:00:00,529.7359544048574
ALL,2018-03-14 21:00:00,552.6450135257542
ALL,2018-03-14 22:00:00,532.5909562485077
ALL,2018-03-14 23:00:00,503.2643381870855
ALL,2018-03-15 00:00:00,466.40270368693325
ALL,2018-03-15 01:00:00,438.36723626238336
ALL,2018-03-15 02:00:00,418.3838475589038
ALL,2018-03-15 03:00:00,411.730537763451
ALL,2018-03-15 04:00:00,411.70173079546146
ALL,2018-03-15 05:00:00,392.30992911380247
ALL,2018-03-15 06:00:00,387.1874779905861
ALL,2018-03-15 07:00:00,388.61670236601486
ALL,2018-03-15 08:00:00,360.87045039899505
ALL,2018-03-15 09:00:00,365.6177415352528
ALL,2018-03-15 10:00:00,346.3191392491487
ALL,2018-03-15 11:00:00,318.6550010771849
ALL,2018-03-15 12:00:00,306.5468132942522
ALL,2018-03-15 13:00:00,296.25175460730514
ALL,2018-03-15 14:00:00,297.8129133847084
ALL,2018-03-15 15:00:00,309.856007227238
ALL,2018-03-15 16:00:00,538.7733073451619
ALL,2018-03-15 17:00:00,422.19552509635673
ALL,2018-03-15 18:00:00,505.64297453829533
ALL,2018-03-15 19:00:00,505.4789459584048
ALL,2018-03-15 20:00:00,490.288568266553
ALL,2018-03-15 21:00:00,437.25169660171855
ALL,2018-03-15 22:00:00,384.57780432244544
ALL,2018-03-15 23:00:00,399.4645440338036
ALL,2018-03-16 00:00:00,406.6662828481766
ALL,2018-03-16 01:00:00,375.581845142815
ALL,2018-03-16 02:00:00,355.1996122691383
ALL,2018-03-16 03:00:00,386.0002365330305
ALL,2018-03-16 04:00:00,431.1709747024153
ALL,2018-03-16 05:00:00,428.19451311959506
ALL,2018-03-16 06:00:00,439.5087834692333
ALL,2018-03-16 07:00:00,416.9807425201377
ALL,2018-03-16 08:00:00,413.145447561845
ALL,2018-03-16 09:00:00,405.1955081270962
ALL,2018-03-16 10:00:00,404.16118915368503
ALL,2018-03-16 11:00:00,406.37602260205614
ALL,2018-03-16 12:00:00,415.3869692595954
ALL,2018-03-16 13:00:00,412.7624496350674
ALL,2018-03-16 14:00:00,401.26420429715813
ALL,2018-03-16 15:00:00,393.92234370514194
ALL,2018-03-16 16:00:00,388.83336859431137
ALL,2018-03-16 17:00:00,392.466231949735
ALL,2018-03-16 18:00:00,411.16363696715376
ALL,2018-03-16 19:00:00,411.2723470535105
ALL,2018-03-16 20:00:00,423.445540292197
ALL,2018-03-16 21:00:00,423.66120164796905
ALL,2018-03-16 22:00:00,426.9731691799234
ALL,2018-03-16 23:00:00,409.0555742087384
ALL,2018-03-17 00:00:00,439.7509238038574
ALL,2018-03-17 01:00:00,472.691328840882
ALL,2018-03-17 02:00:00,439.6138991415768
ALL,2018-03-17 03:00:00,443.88702031388306
ALL,2018-03-17 04:00:00,456.6383880760859
ALL,2018-03-17 05:00:00,452.66058916256486
ALL,2018-03-17 06:00:00,430.6260086529159
ALL,2018-03-17 07:00:00,412.6294857200244
ALL,2018-03-17 08:00:00,406.8041505034016
ALL,2018-03-17 09:00:00,383.0646020742826
ALL,2018-03-17 10:00:00,385.8553444186308
ALL,2018-03-17 11:00:00,380.5777321559135
ALL,2018-03-17 12:00:00,384.4929817431246
ALL,2018-03-17 13:00:00,382.85404741645175
ALL,2018-03-17 14:00:00,366.2348102024681
ALL,2018-03-17 15:00:00,369.8863734760579
ALL,2018-03-17 16:00:00,364.70115371069204
ALL,2018-03-17 17:00:00,407.6372222163174
ALL,2018-03-17 18:00:00,399.41701012109195
ALL,2018-03-17 19:00:00,362.32044421452116
ALL,2018-03-17 20:00:00,387.80688817047496
ALL,2018-03-17 21:00:00,417.51111528399366
ALL,2018-03-17 22:00:00,448.4002528539552
ALL,2018-03-17 23:00:00,419.55840403954613
ALL,2018-03-18 00:00:00,499.91573551235496
ALL,2018-03-18 01:00:00,483.346579613438
ALL,2018-03-18 02:00:00,448.00696792465493
ALL,2018-03-18 03:00:00,477.19681265572575
ALL,2018-03-18 04:00:00,470.0964750353277
ALL,2018-03-18 05:00:00,425.58107216652763
ALL,2018-03-18 06:00:00,481.95875648023866
ALL,2018-03-18 07:00:00,483.0051877292583
ALL,2018-03-18 08:00:00,475.17094193157783
ALL,2018-03-18 09:00:00,438.5778829565107
ALL,2018-03-18 10:00:00,413.2689535469627
ALL,2018-03-18 11:00:00,398.58332938236197
ALL,2018-03-18 12:00:00,389.2906234713356
ALL,2018-03-18 13:00:00,381.5445794680257
ALL,2018-03-18 14:00:00,366.45436177696047
ALL,2018-03-18 15:00:00,365.1811719646597
ALL,2018-03-18 16:00:00,356.8540176871618
ALL,2018-03-18 17:00:00,394.51662693372344
ALL,2018-03-18 18:00:00,462.4911349616134
ALL,2018-03-18 19:00:00,405.55474939914535
ALL,2018-03-18 20:00:00,398.517788077901
ALL,2018-03-18 21:00:00,411.61411804152397
ALL,2018-03-18 22:00:00,422.1703248098772
ALL,2018-03-18 23:00:00,392.47797918910476
ALL,2018-03-19 00:00:00,367.5223928111319
ALL,2018-03-19 01:00:00,358.23654023838395
ALL,2018-03-19 02:00:00,396.98356304150246
ALL,2018-03-19 03:00:00,383.12551293476946
ALL,2018-03-19 04:00:00,364.7437194485676
ALL,2018-03-19 05:00:00,360.19850300985473
ALL,2018-03-19 06:00:00,391.18703676345103
ALL,2018-03-19 07:00:00,403.48917155930747
ALL,2018-03-19 08:00:00,403.0679834299158
ALL,2018-03-19 09:00:00,400.77109173771595
ALL,2018-03-19 10:00:00,425.28615722271877
ALL,2018-03-19 11:00:00,469.7794976377071
ALL,2018-03-19 12:00:00,486.72545844714034
ALL,2018-03-19 13:00:00,463.4115175129802
ALL,2018-03-19 14:00:00,425.4955807020525
ALL,2018-03-19 15:00:00,426.1429735844779
ALL,2018-03-19 16:00:00,416.46080821843657
ALL,2018-03-19 17:00:00,408.2043827032729
ALL,2018-03-19 18:00:00,396.27007883854435
ALL,2018-03-19 19:00:00,412.67182622186016
ALL,2018-03-19 20:00:00,410.06510878345034
ALL,2018-03-19 21:00:00,402.80891464150903
ALL,2018-03-19 22:00:00,405.2865394122482
ALL,2018-03-19 23:00:00,411.94130729639056
ALL,2018-03-20 00:00:00,422.23687508663704
ALL,2018-03-20 01:00:00,420.7660625699241
ALL,2018-03-20 02:00:00,427.4576980201436
ALL,2018-03-20 03:00:00,433.45382777802615
ALL,2018-03-20 04:00:00,433.0476420020676
ALL,2018-03-20 05:00:00,432.7162568587102
ALL,2018-03-20 06:00:00,443.82360242449863
ALL,2018-03-20 07:00:00,439.96420423862395
ALL,2018-03-20 08:00:00,427.8556973228124
ALL,2018-03-20 09:00:00,412.0203433568033
ALL,2018-03-20 10:00:00,393.66835241867096
ALL,2018-03-20 11:00:00,366.41561098277225
ALL,2018-03-20 12:00:00,363.9611734605483
ALL,2018-03-20 13:00:00,357.92985793531494
ALL,2018-03-20 14:00:00,331.3153949463553
ALL,2018-03-20 15:00:00,325.4748671317015
ALL,2018-03-20 16:00:00,325.9556319596561
ALL,2018-03-20 17:00:00,401.8502287323044
ALL,2018-03-20 18:00:00,413.33409168831577
ALL,2018-03-20 19:00:00,412.4597116025009
ALL,2018-03-20 20:00:00,449.83038558225417
ALL,2018-03-20 21:00:00,436.12785052301416
ALL,2018-03-20 22:00:00,393.1796370226339
ALL,2018-03-20 23:00:00,439.15756388146644
ALL,2018-03-21 00:00:00,448.89149630527294
ALL,2018-03-21 01:00:00,443.08656825952954
ALL,2018-03-21 02:00:00,378.83456659170537
ALL,2018-03-21 03:00:00,422.3485209823206
ALL,2018-03-21 04:00:00,433.79592826386124
ALL,2018-03-21 05:00:00,457.71977628666826
ALL,2018-03-21 06:00:00,466.9552682488794
ALL,2018-03-21 07:00:00,550.4275370360251
ALL,2018-03-21 08:00:00,564.922929267753
ALL,2018-03-21 09:00:00,515.6739842909005
ALL,2018-03-21 10:00:00,515.3246391967799
ALL,2018-03-21 11:00:00,511.3073500998153
ALL,2018-03-21 12:00:00,522.3055978335608
ALL,2018-03-21 13:00:00,509.35385058464806
ALL,2018-03-21 14:00:00,442.47759249309996
ALL,2018-03-21 15:00:00,431.2538751503886
ALL,2018-03-21 16:00:00,505.7017365141765
ALL,2018-03-21 17:00:00,560.4394420223477
ALL,2018-03-21 18:00:00,501.71126825446396
ALL,2018-03-21 19:00:00,475.4815304459255
ALL,2018-03-21 20:00:00,451.1532947117023
ALL,2018-03-21 21:00:00,450.7867297014289
ALL,2018-03-21 22:00:00,443.9669785306048
ALL,2018-03-21 23:00:00,438.2469320422827
ALL,2018-03-22 00:00:00,446.6434024433374
ALL,2018-03-22 01:00:00,463.0893519535131
ALL,2018-03-22 02:00:00,474.23378211415655
ALL,2018-03-22 03:00:00,467.4434330969283
ALL,2018-03-22 04:00:00,502.76811346755255
ALL,2018-03-22 05:00:00,499.22289736933914
ALL,2018-03-22 06:00:00,458.60211526224964
ALL,2018-03-22 07:00:00,453.4267244747827
ALL,2018-03-22 08:00:00,435.8939368884134
ALL,2018-03-22 09:00:00,406.91562968105865
ALL,2018-03-22 10:00:00,393.47296272552813
ALL,2018-03-22 11:00:00,389.2494421679675
ALL,2018-03-22 12:00:00,408.0284250916869
ALL,2018-03-22 13:00:00,405.96258272906357
ALL,2018-03-22 14:00:00,398.10436861307466
ALL,2018-03-22 15:00:00,388.9487912696572
ALL,2018-03-22 16:00:00,408.8857398514842
ALL,2018-03-22 17:00:00,466.0942564229002
ALL,2018-03-22 18:00:00,443.5353952186645
ALL,2018-03-22 19:00:00,431.0791449276604
ALL,2018-03-22 20:00:00,420.8156383167535
ALL,2018-03-22 21:00:00,436.7063620494182
ALL,2018-03-22 22:00:00,447.3657025058052
ALL,2018-03-22 23:00:00,425.82106383880677
ALL,2018-03-23 00:00:00,450.1311949194842
ALL,2018-03-23 01:00:00,457.3792438067642
ALL,2018-03-23 02:00:00,451.0722649054647
ALL,2018-03-23 03:00:00,451.97944040878974
ALL,2018-03-23 04:00:00,436.4908283792813
ALL,2018-03-23 05:00:00,417.7825238007633
ALL,2018-03-23 06:00:00,388.2656071097469
ALL,2018-03-23 07:00:00,372.53206314665806
ALL,2018-03-23 08:00:00,380.4695068380205
ALL,2018-03-23 09:00:00,405.2665889540909
ALL,2018-03-23 10:00:00,409.7567016042654
ALL,2018-03-23 11:00:00,387.168132616069
ALL,2018-03-23 12:00:00,415.1184891263231
ALL,2018-03-23 13:00:00,396.3468565484063
ALL,2018-03-23 14:00:00,379.3630854871557
ALL,2018-03-23 15:00:00,388.74450052972617
ALL,2018-03-23 16:00:00,411.1174491980757
ALL,2018-03-23 17:00:00,362.0306436256534
ALL,2018-03-23 18:00:00,352.64190587793416
ALL,2018-03-23 19:00:00,329.9119303762408
ALL,2018-03-23 20:00:00,378.6077026366983
ALL,2018-03-23 21:00:00,374.27266792637727
ALL,2018-03-23 22:00:00,500.64059354412177
ALL,2018-03-23 23:00:00,568.1515045020731
ALL,2018-03-24 00:00:00,536.1049770277381
ALL,2018-03-24 01:00:00,590.1952741165228
ALL,2018-03-24 02:00:00,558.1353612302282
ALL,2018-03-24 03:00:00,545.7039886636207
ALL,2018-03-24 04:00:00,509.97975318671865
ALL,2018-03-24 05:00:00,471.6187388749822
ALL,2018-03-24 06:00:00,446.9361796398341
ALL,2018-03-24 07:00:00,438.28622024292764
ALL,2018-03-24 08:00:00,457.88421562604594
ALL,2018-03-24 09:00:00,465.5633139676221
ALL,2018-03-24 10:00:00,471.4510437338226
ALL,2018-03-24 11:00:00,474.61933794005427
ALL,2018-03-24 12:00:00,474.63141363020867
ALL,2018-03-24 13:00:00,472.5059906922152
ALL,2018-03-24 14:00:00,452.9493980252814
ALL,2018-03-24 15:00:00,433.75509915998566
ALL,2018-03-24 16:00:00,439.05800519114877
ALL,2018-03-24 17:00:00,407.04839647565257
ALL,2018-03-24 18:00:00,458.95335813240746
ALL,2018-03-24 19:00:00,497.2762547680567
ALL,2018-03-24 20:00:00,495.6374532627385
ALL,2018-03-24 21:00:00,472.7757576536514
ALL,2018-03-24 22:00:00,459.78933123727296
ALL,2018-03-24 23:00:00,462.51652118403916
ALL,2018-03-25 00:00:00,419.3027914116197
ALL,2018-03-25 01:00:00,436.38329365550055
ALL,2018-03-25 02:00:00,430.861552828175
ALL,2018-03-25 03:00:00,426.81306672369345
ALL,2018-03-25 04:00:00,404.778465326954
ALL,2018-03-25 05:00:00,403.3100604424227
ALL,2018-03-25 06:00:00,400.43577119786926
ALL,2018-03-25 07:00:00,384.0006579822318
ALL,2018-03-25 08:00:00,373.3467767831856
ALL,2018-03-25 09:00:00,364.88432930618586
ALL,2018-03-25 10:00:00,351.5308387014749
ALL,2018-03-25 11:00:00,383.8992729738895
ALL,2018-03-25 12:00:00,402.3542510663494
ALL,2018-03-25 13:00:00,392.6814161245676
ALL,2018-03-25 14:00:00,383.6726359717686
ALL,2018-03-25 15:00:00,408.49100167127864
ALL,2018-03-25 16:00:00,387.759243994566
ALL,2018-03-25 17:00:00,470.92340664269676
ALL,2018-03-25 18:00:00,424.40875392199933
ALL,2018-03-25 19:00:00,399.9818593243106
ALL,2018-03-25 20:00:00,416.76427162058997
ALL,2018-03-25 21:00:00,424.7734628229642
ALL,2018-03-25 22:00:00,397.5745625441688
ALL,2018-03-25 23:00:00,384.2311296994017
ALL,2018-03-26 00:00:00,373.8043649427641
ALL,2018-03-26 01:00:00,369.782341435983
ALL,2018-03-26 02:00:00,339.8145779756012
ALL,2018-03-26 03:00:00,326.9464443771945
ALL,2018-03-26 04:00:00,347.50356703081883
ALL,2018-03-26 05:00:00,334.66568708417884
ALL,2018-03-26 06:00:00,324.3722031125213
ALL,2018-03-26 07:00:00,335.20987226472664
ALL,2018-03-26 08:00:00,311.3950131612162
ALL,2018-03-26 09:00:00,297.9875871549529
ALL,2018-03-26 10:00:00,286.9586146315864
ALL,2018-03-26 11:00:00,282.2910802219583
ALL,2018-03-26 12:00:00,274.9585946144749
ALL,2018-03-26 13:00:00,274.38537505432896
ALL,2018-03-26 14:00:00,267.53929102404106
ALL,2018-03-26 15:00:00,260.92861266848683
ALL,2018-03-26 16:00:00,288.87771457504954
ALL,2018-03-26 17:00:00,287.6409091517598
ALL,2018-03-26 18:00:00,288.5121061734341
ALL,2018-03-26 19:00:00,366.29058443814586
ALL,2018-03-26 20:00:00,410.33431518064026
ALL,2018-03-26 21:00:00,391.9732815925899
ALL,2018-03-26 22:00:00,320.58236722488596
ALL,2018-03-26 23:00:00,314.4453429915779
ALL,2018-03-27 00:00:00,330.5064878636952
ALL,2018-03-27 01:00:00,316.7931567899302
ALL,2018-03-27 02:00:00,314.72853737303956
ALL,2018-03-27 03:00:00,308.99416808572084
ALL,2018-03-27 04:00:00,307.16710535512976
ALL,2018-03-27 05:00:00,309.36317471516145
ALL,2018-03-27 06:00:00,346.0492820495973
ALL,2018-03-27 07:00:00,328.4213462498568
ALL,2018-03-27 08:00:00,307.94550776485517
ALL,2018-03-27 09:00:00,301.7163697200903
ALL,2018-03-27 10:00:00,306.5427742603115
ALL,2018-03-27 11:00:00,278.3987400553479
ALL,2018-03-27 12:00:00,269.9626972018483
ALL,2018-03-27 13:00:00,262.7754212906235
ALL,2018-03-27 14:00:00,254.84165374032733
ALL,2018-03-27 15:00:00,249.28342697167406
ALL,2018-03-27 16:00:00,257.76997495774134
