z_column,releases,age_all
ALL,2017-12-21 16:00:00,48.25456434415429
ALL,2017-12-21 17:00:00,48.031008935417
ALL,2017-12-21 18:00:00,48.15385216474954
ALL,2017-12-21 19:00:00,48.55019723105877
ALL,2017-12-21 20:00:00,48.7494917519851
ALL,2017-12-21 21:00:00,49.0639173184036
ALL,2017-12-21 22:00:00,48.92810587951206
ALL,2017-12-21 23:00:00,49.228147952182944
ALL,2017-12-22 00:00:00,49.86083182456575
ALL,2017-12-22 01:00:00,50.083793665967775
ALL,2017-12-22 02:00:00,50.03335356906744
ALL,2017-12-22 03:00:00,49.88448582630244
ALL,2017-12-22 04:00:00,51.13322419908062
ALL,2017-12-22 05:00:00,50.38885486587046
ALL,2017-12-22 06:00:00,50.310301386888135
ALL,2017-12-22 07:00:00,49.42446165924023
ALL,2017-12-22 08:00:00,49.440692090628374
ALL,2017-12-22 09:00:00,49.70109756414224
ALL,2017-12-22 10:00:00,50.580196267401774
ALL,2017-12-22 11:00:00,51.12039325648944
ALL,2017-12-22 12:00:00,50.78353878958878
ALL,2017-12-22 13:00:00,49.66554914854665
ALL,2017-12-22 14:00:00,49.44029995802714
ALL,2017-12-22 15:00:00,48.8797507410232
ALL,2017-12-22 16:00:00,49.43046028940704
ALL,2017-12-22 17:00:00,49.146419303704924
ALL,2017-12-22 18:00:00,48.570739796076765
ALL,2017-12-22 19:00:00,48.513843300853125
ALL,2017-12-22 20:00:00,48.964684656892004
ALL,2017-12-22 21:00:00,49.10511080451319
ALL,2017-12-22 22:00:00,49.40240721334655
ALL,2017-12-22 23:00:00,49.75097445488303
ALL,2017-12-23 00:00:00,50.173902922325
ALL,2017-12-23 01:00:00,49.16867762681858
ALL,2017-12-23 02:00:00,48.82063163706425
ALL,2017-12-23 03:00:00,49.055846109742326
ALL,2017-12-23 04:00:00,49.289104571463646
ALL,2017-12-23 05:00:00,49.57186421041961
ALL,2017-12-23 06:00:00,49.191883129295945
ALL,2017-12-23 07:00:00,48.98410400645503
ALL,2017-12-23 08:00:00,49.125278200520036
ALL,2017-12-23 09:00:00,48.777125059961186
ALL,2017-12-23 10:00:00,48.855705337836504
ALL,2017-12-23 11:00:00,49.08301896834228
ALL,2017-12-23 12:00:00,49.719662143547254
ALL,2017-12-23 13:00:00,49.946125418867084
ALL,2017-12-23 14:00:00,49.13321291105336
ALL,2017-12-23 15:00:00,49.03353329988757
ALL,2017-12-23 16:00:00,49.41162250711038
ALL,2017-12-23 17:00:00,49.05210967749245
ALL,2017-12-23 18:00:00,49.07136270742178
ALL,2017-12-23 19:00:00,48.99881989448133
ALL,2017-12-23 20:00:00,48.963625884659194
ALL,2017-12-23 21:00:00,48.470337235346335
ALL,2017-12-23 22:00:00,48.816874040745525
ALL,2017-12-23 23:00:00,49.352699683647685
ALL,2017-12-24 00:00:00,48.608443356507394
ALL,2017-12-24 01:00:00,48.593173347635805
ALL,2017-12-24 02:00:00,48.87078733559277
ALL,2017-12-24 03:00:00,49.05456148727768
ALL,2017-12-24 04:00:00,49.305566636194015
ALL,2017-12-24 05:00:00,49.29372988259455
ALL,2017-12-24 06:00:00,49.648553324709276
ALL,2017-12-24 07:00:00,49.27640390690207
ALL,2017-12-24 08:00:00,48.806323962094865
ALL,2017-12-24 09:00:00,48.92253830101861
ALL,2017-12-24 10:00:00,49.20830039303116
ALL,2017-12-24 11:00:00,49.388403160189114
ALL,2017-12-24 12:00:00,49.298638046186554
ALL,2017-12-24 13:00:00,49.909532650759246
ALL,2017-12-24 14:00:00,49.44423540533479
ALL,2017-12-24 15:00:00,49.450714084253285
ALL,2017-12-24 16:00:00,50.263286880577674
ALL,2017-12-24 17:00:00,50.15234305585033
ALL,2017-12-24 18:00:00,48.83026993960393
ALL,2017-12-24 19:00:00,48.61336521909908
ALL,2017-12-24 20:00:00,48.744417678869084
ALL,2017-12-24 21:00:00,48.78382475335335
ALL,2017-12-24 22:00:00,48.58448419440544
ALL,2017-12-24 23:00:00,48.69549100615532
ALL,2017-12-25 00:00:00,48.268213885241366
ALL,2017-12-25 01:00:00,48.46710737118566
ALL,2017-12-25 02:00:00,48.85916134124486
ALL,2017-12-25 03:00:00,48.849941435656426
ALL,2017-12-25 04:00:00,49.186407959753055
ALL,2017-12-25 05:00:00,48.888617623627745
ALL,2017-12-25 06:00:00,48.870558379343564
ALL,2017-12-25 07:00:00,49.221061178225796
ALL,2017-12-25 08:00:00,49.44981706401874
ALL,2017-12-25 09:00:00,49.68113532353101
ALL,2017-12-25 10:00:00,49.7715556465808
ALL,2017-12-25 11:00:00,50.0290062307635
ALL,2017-12-25 12:00:00,50.0518896266586
ALL,2017-12-25 13:00:00,49.23260437730073
ALL,2017-12-25 14:00:00,48.48296420002444
ALL,2017-12-25 15:00:00,48.29543614375592
ALL,2017-12-25 16:00:00,48.205193587533095
ALL,2017-12-25 17:00:00,48.18907212798015
ALL,2017-12-25 18:00:00,48.122917941776166
ALL,2017-12-25 19:00:00,48.12338791072429
ALL,2017-12-25 20:00:00,48.34327160035427
ALL,2017-12-25 21:00:00,48.915452024418954
