z_column,releases,ZGL_all
ALL,2018-05-01 11:00:00,5162.830284714959
ALL,2018-05-01 12:00:00,5021.077062768093
ALL,2018-05-01 13:00:00,4702.745459936236
ALL,2018-05-01 14:00:00,4071.6267247183396
ALL,2018-05-01 15:00:00,3668.3920124664724
ALL,2018-05-01 16:00:00,3591.0167248432767
ALL,2018-05-01 17:00:00,3277.134509400387
ALL,2018-05-01 18:00:00,3114.143577826846
ALL,2018-05-01 19:00:00,3401.8864192089213
ALL,2018-05-01 20:00:00,3415.3781093070584
ALL,2018-05-01 21:00:00,4092.3680368924624
ALL,2018-05-01 22:00:00,4155.374954798075
ALL,2018-05-01 23:00:00,4292.438719005702
ALL,2018-05-02 00:00:00,4349.000052642029
ALL,2018-05-02 01:00:00,4377.473563623071
ALL,2018-05-02 02:00:00,4579.5483877951865
ALL,2018-05-02 03:00:00,4645.823661980352
ALL,2018-05-02 04:00:00,4562.010294981244
ALL,2018-05-02 05:00:00,4292.180515194615
ALL,2018-05-02 06:00:00,4822.610609230716
ALL,2018-05-02 07:00:00,4999.089411271528
ALL,2018-05-02 08:00:00,4661.313617683274
ALL,2018-05-02 09:00:00,4503.403365892809
ALL,2018-05-02 10:00:00,4391.181397194324
ALL,2018-05-02 11:00:00,4341.3268764495215
ALL,2018-05-02 12:00:00,4270.240293663393
ALL,2018-05-02 13:00:00,4736.343033331127
ALL,2018-05-02 14:00:00,4493.504148820529
ALL,2018-05-02 15:00:00,4433.693124189423
ALL,2018-05-02 16:00:00,4478.691367321458
ALL,2018-05-02 17:00:00,4656.843892362365
ALL,2018-05-02 18:00:00,4067.8790382747543
ALL,2018-05-02 19:00:00,4779.244446165266
ALL,2018-05-02 20:00:00,5023.513658709238
ALL,2018-05-02 21:00:00,5316.735841265226
ALL,2018-05-02 22:00:00,5195.752113980097
ALL,2018-05-02 23:00:00,4649.9870983105575
ALL,2018-05-03 00:00:00,4683.212258106452
ALL,2018-05-03 01:00:00,4725.286616763019
ALL,2018-05-03 02:00:00,4620.035215984944
ALL,2018-05-03 03:00:00,4541.936994645161
ALL,2018-05-03 04:00:00,4447.7017418845435
ALL,2018-05-03 05:00:00,4370.894420398012
ALL,2018-05-03 06:00:00,4353.486212719462
ALL,2018-05-03 07:00:00,4402.09842421916
ALL,2018-05-03 08:00:00,4407.452489823874
ALL,2018-05-03 09:00:00,4471.715293888127
ALL,2018-05-03 10:00:00,4322.079664466694
ALL,2018-05-03 11:00:00,4055.7515643642528
ALL,2018-05-03 12:00:00,3996.4162360448304
ALL,2018-05-03 13:00:00,3901.604330837507
ALL,2018-05-03 14:00:00,3863.988549686823
ALL,2018-05-03 15:00:00,3614.44514510089
ALL,2018-05-03 16:00:00,3444.6565868069324
ALL,2018-05-03 17:00:00,3299.1885845515853
ALL,2018-05-03 18:00:00,3559.2464494775304
ALL,2018-05-03 19:00:00,3433.3818000463275
ALL,2018-05-03 20:00:00,3436.9873331582735
ALL,2018-05-03 21:00:00,3423.672043099335
ALL,2018-05-03 22:00:00,3453.3713025514285
ALL,2018-05-03 23:00:00,3497.2866218291283
ALL,2018-05-04 00:00:00,3372.0284617166653
ALL,2018-05-04 01:00:00,3298.9265742715284
ALL,2018-05-04 02:00:00,3336.415285669496
ALL,2018-05-04 03:00:00,3319.9329430143357
ALL,2018-05-04 04:00:00,3286.0927991381573
ALL,2018-05-04 05:00:00,3192.426570734919
ALL,2018-05-04 06:00:00,3090.6158939488264
ALL,2018-05-04 07:00:00,3087.810371779081
ALL,2018-05-04 08:00:00,3053.9230029569403
ALL,2018-05-04 09:00:00,3010.5979984663427
ALL,2018-05-04 10:00:00,2979.1802974862862
ALL,2018-05-04 11:00:00,2956.8301543304124
ALL,2018-05-04 12:00:00,2864.1269297683416
ALL,2018-05-04 13:00:00,2761.41259975583
ALL,2018-05-04 14:00:00,2641.943403800065
ALL,2018-05-04 15:00:00,2443.0970486437777
ALL,2018-05-04 16:00:00,2533.3032397688603
ALL,2018-05-04 17:00:00,2684.3506127841083
ALL,2018-05-04 18:00:00,2744.2697881710687
ALL,2018-05-04 19:00:00,2714.382303006607
ALL,2018-05-04 20:00:00,2799.0661183667526
ALL,2018-05-04 21:00:00,3070.7762264251755
ALL,2018-05-04 22:00:00,3066.67166324751
ALL,2018-05-04 23:00:00,3013.3077987226748
ALL,2018-05-05 00:00:00,2887.8490482997813
ALL,2018-05-05 01:00:00,3008.9901714816942
ALL,2018-05-05 02:00:00,3020.941351160823
ALL,2018-05-05 03:00:00,3036.2122602169648
ALL,2018-05-05 04:00:00,3072.241777349226
ALL,2018-05-05 05:00:00,3102.2984206495444
ALL,2018-05-05 06:00:00,3249.152332310216
ALL,2018-05-05 07:00:00,3389.9445850499574
ALL,2018-05-05 08:00:00,3530.1363665613967
ALL,2018-05-05 09:00:00,3359.4181710891257
ALL,2018-05-05 10:00:00,3317.767772100284
ALL,2018-05-05 11:00:00,2988.3868033797376
ALL,2018-05-05 12:00:00,2882.202117495271
ALL,2018-05-05 13:00:00,2757.01997527806
ALL,2018-05-05 14:00:00,2607.6016059962667
ALL,2018-05-05 15:00:00,2865.3640109059957
ALL,2018-05-05 16:00:00,2855.005427696525
ALL,2018-05-05 17:00:00,3025.531721839978
ALL,2018-05-05 18:00:00,3179.4010414452287
ALL,2018-05-05 19:00:00,2979.3684309281084
ALL,2018-05-05 20:00:00,2717.4396912099205
ALL,2018-05-05 21:00:00,2657.000908281362
ALL,2018-05-05 22:00:00,2711.9422457089
ALL,2018-05-05 23:00:00,3207.916838620496
ALL,2018-05-06 00:00:00,3388.790466444563
ALL,2018-05-06 01:00:00,3224.1104120720274
ALL,2018-05-06 02:00:00,3251.768460873915
ALL,2018-05-06 03:00:00,3167.5994262027325
ALL,2018-05-06 04:00:00,3833.5219880076966
ALL,2018-05-06 05:00:00,3680.1656565080098
ALL,2018-05-06 06:00:00,3569.264821296337
ALL,2018-05-06 07:00:00,3499.5012256907376
ALL,2018-05-06 08:00:00,3670.276470548687
ALL,2018-05-06 09:00:00,3411.3027543365056
ALL,2018-05-06 10:00:00,3771.5488163919144
ALL,2018-05-06 11:00:00,4166.89624230775
ALL,2018-05-06 12:00:00,4010.1494765812095
ALL,2018-05-06 13:00:00,3777.987926373548
ALL,2018-05-06 14:00:00,3373.39666602828
ALL,2018-05-06 15:00:00,3111.6903143653253
ALL,2018-05-06 16:00:00,2996.6786293624073
ALL,2018-05-06 17:00:00,2864.390557953493
ALL,2018-05-06 18:00:00,3261.963689024758
ALL,2018-05-06 19:00:00,3191.987453665922
ALL,2018-05-06 20:00:00,3180.8233864639146
ALL,2018-05-06 21:00:00,3336.4065394650893
ALL,2018-05-06 22:00:00,3505.469003042243
ALL,2018-05-06 23:00:00,3580.0832180011425
ALL,2018-05-07 00:00:00,3617.6428644125917
ALL,2018-05-07 01:00:00,3675.37242547365
ALL,2018-05-07 02:00:00,3683.0391334531364
ALL,2018-05-07 03:00:00,3743.227245953067
ALL,2018-05-07 04:00:00,3741.5856923584697
ALL,2018-05-07 05:00:00,3831.5514413185297
ALL,2018-05-07 06:00:00,3784.0986062377
ALL,2018-05-07 07:00:00,3682.3569660917533
ALL,2018-05-07 08:00:00,3727.3671441604292
ALL,2018-05-07 09:00:00,3598.1552142645583
ALL,2018-05-07 10:00:00,3605.5707171405097
ALL,2018-05-07 11:00:00,3807.6321605540124
ALL,2018-05-07 12:00:00,3767.3554021900673
ALL,2018-05-07 13:00:00,3533.4942293608433
ALL,2018-05-07 14:00:00,3290.440519104783
ALL,2018-05-07 15:00:00,3179.2352815215672
ALL,2018-05-07 16:00:00,3036.7298136550926
ALL,2018-05-07 17:00:00,3153.1959967728653
ALL,2018-05-07 18:00:00,3260.0775970788054
ALL,2018-05-07 19:00:00,3196.5974487115436
ALL,2018-05-07 20:00:00,3205.6382858163593
ALL,2018-05-07 21:00:00,3270.4804873659236
ALL,2018-05-07 22:00:00,3306.3204361424146
ALL,2018-05-07 23:00:00,3323.2276546177186
ALL,2018-05-08 00:00:00,3390.4545721797917
ALL,2018-05-08 01:00:00,3387.0934163067864
ALL,2018-05-08 02:00:00,3366.9069731279674
ALL,2018-05-08 03:00:00,3365.5958231196582
ALL,2018-05-08 04:00:00,3302.3198550924035
ALL,2018-05-08 05:00:00,3347.664609630974
ALL,2018-05-08 06:00:00,3398.4524498008873
ALL,2018-05-08 07:00:00,3350.799801575326
ALL,2018-05-08 08:00:00,3367.4342808709953
ALL,2018-05-08 09:00:00,3326.263768435703
ALL,2018-05-08 10:00:00,3227.247175489206
ALL,2018-05-08 11:00:00,3199.9316176023235
ALL,2018-05-08 12:00:00,3154.2909484091797
ALL,2018-05-08 13:00:00,3061.354640780836
ALL,2018-05-08 14:00:00,2970.4550751335296
ALL,2018-05-08 15:00:00,2781.955229263874
ALL,2018-05-08 16:00:00,2872.5440280529015
ALL,2018-05-08 17:00:00,2880.92134113814
ALL,2018-05-08 18:00:00,2777.604140403612
ALL,2018-05-08 19:00:00,2931.1443148973017
ALL,2018-05-08 20:00:00,3097.9015018003474
ALL,2018-05-08 21:00:00,3254.131108526673
ALL,2018-05-08 22:00:00,3532.6290986732433
ALL,2018-05-08 23:00:00,3246.9386442103755
ALL,2018-05-09 00:00:00,3346.799526037441
ALL,2018-05-09 01:00:00,3766.048416181942
ALL,2018-05-09 02:00:00,4468.236492966162
ALL,2018-05-09 03:00:00,4919.277475483109
ALL,2018-05-09 04:00:00,4830.293625555421
ALL,2018-05-09 05:00:00,4869.721205885382
ALL,2018-05-09 06:00:00,4780.801469030915
ALL,2018-05-09 07:00:00,4653.724552609809
ALL,2018-05-09 08:00:00,4538.7775913432515
ALL,2018-05-09 09:00:00,4549.358872199709
ALL,2018-05-09 10:00:00,4333.203185365733
ALL,2018-05-09 11:00:00,4115.424793074049
ALL,2018-05-09 12:00:00,3900.105766010543
ALL,2018-05-09 13:00:00,3942.672939680792
ALL,2018-05-09 14:00:00,3254.118631893121
ALL,2018-05-09 15:00:00,3118.1496846981845
ALL,2018-05-09 16:00:00,3168.6621219712165
ALL,2018-05-09 17:00:00,3530.4421523885844
ALL,2018-05-09 18:00:00,4426.6509985335515
ALL,2018-05-09 19:00:00,4128.607274061915
ALL,2018-05-09 20:00:00,4286.165160001146
ALL,2018-05-09 21:00:00,4900.9378730465605
ALL,2018-05-09 22:00:00,5201.62907004419
ALL,2018-05-09 23:00:00,5155.439373299504
ALL,2018-05-10 00:00:00,5110.350877135755
ALL,2018-05-10 01:00:00,5076.084390062573
ALL,2018-05-10 02:00:00,4625.557078121692
ALL,2018-05-10 03:00:00,4735.249249912348
ALL,2018-05-10 04:00:00,4671.325038628025
ALL,2018-05-10 05:00:00,4044.511909908723
ALL,2018-05-10 06:00:00,3913.7888532015986
ALL,2018-05-10 07:00:00,3872.399115361604
ALL,2018-05-10 08:00:00,3848.558332296747
ALL,2018-05-10 09:00:00,3871.1516287820045
ALL,2018-05-10 10:00:00,3842.264011410033
ALL,2018-05-10 11:00:00,3772.44173258
ALL,2018-05-10 12:00:00,3746.244399426092
ALL,2018-05-10 13:00:00,3694.9879709183306
ALL,2018-05-10 14:00:00,3693.094684117584
ALL,2018-05-10 15:00:00,3755.8255899379
ALL,2018-05-10 16:00:00,3916.124622526183
ALL,2018-05-10 17:00:00,4049.5248305051023
ALL,2018-05-10 18:00:00,4105.494841596927
ALL,2018-05-10 19:00:00,4343.054311567269
ALL,2018-05-10 20:00:00,4559.3593791176745
ALL,2018-05-10 21:00:00,4641.708412900857
ALL,2018-05-10 22:00:00,4606.960802598237
ALL,2018-05-10 23:00:00,4600.869725169009
ALL,2018-05-11 00:00:00,4313.37952759512
ALL,2018-05-11 01:00:00,4528.130948479846
ALL,2018-05-11 02:00:00,4745.0465370269885
ALL,2018-05-11 03:00:00,4673.895750500589
ALL,2018-05-11 04:00:00,4575.051559392277
ALL,2018-05-11 05:00:00,4656.275571917114
ALL,2018-05-11 06:00:00,4660.597634618889
ALL,2018-05-11 07:00:00,4691.476244428442
ALL,2018-05-11 08:00:00,4709.504686818117
ALL,2018-05-11 09:00:00,4865.799373459488
ALL,2018-05-11 10:00:00,4945.776568374445
ALL,2018-05-11 11:00:00,4984.421141695605
ALL,2018-05-11 12:00:00,5035.734049798528
ALL,2018-05-11 13:00:00,4950.035265513249
ALL,2018-05-11 14:00:00,4941.193258990776
ALL,2018-05-11 15:00:00,4385.766469084864
ALL,2018-05-11 16:00:00,4110.678373536887
ALL,2018-05-11 17:00:00,4322.054038125563
ALL,2018-05-11 18:00:00,3815.8183942846117
ALL,2018-05-11 19:00:00,3902.4364309678012
ALL,2018-05-11 20:00:00,3884.1425206054155
ALL,2018-05-11 21:00:00,4104.155449828762
ALL,2018-05-11 22:00:00,4000.266581307034
ALL,2018-05-11 23:00:00,4399.0830387995775
ALL,2018-05-12 00:00:00,4739.653151743445
ALL,2018-05-12 01:00:00,4720.8610772591865
ALL,2018-05-12 02:00:00,4925.3326043518
ALL,2018-05-12 03:00:00,4940.920235924089
ALL,2018-05-12 04:00:00,4930.183816558445
ALL,2018-05-12 05:00:00,4853.663097040089
ALL,2018-05-12 06:00:00,4684.386557064472
ALL,2018-05-12 07:00:00,4614.108872346912
ALL,2018-05-12 08:00:00,4390.033006414326
ALL,2018-05-12 09:00:00,4259.317902543883
ALL,2018-05-12 10:00:00,4172.9253403233915
ALL,2018-05-12 11:00:00,4251.406200021021
ALL,2018-05-12 12:00:00,4186.767447190475
ALL,2018-05-12 13:00:00,4030.3806304122245
ALL,2018-05-12 14:00:00,3883.772846228438
ALL,2018-05-12 15:00:00,3470.8297933132585
ALL,2018-05-12 16:00:00,3600.3539372701703
ALL,2018-05-12 17:00:00,4127.845888154706
ALL,2018-05-12 18:00:00,4232.745778934585
ALL,2018-05-12 19:00:00,4723.1316536831455
ALL,2018-05-12 20:00:00,4546.978624855979
ALL,2018-05-12 21:00:00,4473.973803544705
ALL,2018-05-12 22:00:00,4575.585864078275
ALL,2018-05-12 23:00:00,4773.421360939666
ALL,2018-05-13 00:00:00,4654.1564563717975
ALL,2018-05-13 01:00:00,4622.928890982575
ALL,2018-05-13 02:00:00,4278.794169376529
ALL,2018-05-13 03:00:00,4442.229846833941
ALL,2018-05-13 04:00:00,4493.8922628018745
ALL,2018-05-13 05:00:00,4318.886199602939
ALL,2018-05-13 06:00:00,4278.228049484988
ALL,2018-05-13 07:00:00,4416.577506066065
ALL,2018-05-13 08:00:00,4233.242585367536
ALL,2018-05-13 09:00:00,4147.906596359136
ALL,2018-05-13 10:00:00,4133.8356443095845
ALL,2018-05-13 11:00:00,4131.781932679032
ALL,2018-05-13 12:00:00,4110.175894014546
ALL,2018-05-13 13:00:00,4142.519596248233
ALL,2018-05-13 14:00:00,3885.8468052380704
ALL,2018-05-13 15:00:00,4121.592695768843
ALL,2018-05-13 16:00:00,4140.657759738764
ALL,2018-05-13 17:00:00,4255.100023482699
ALL,2018-05-13 18:00:00,4360.279199848368
ALL,2018-05-13 19:00:00,4191.876109319044
ALL,2018-05-13 20:00:00,4309.88069040176
ALL,2018-05-13 21:00:00,4327.493101114584
ALL,2018-05-13 22:00:00,4216.562744095837
ALL,2018-05-13 23:00:00,4218.071275127782
ALL,2018-05-14 00:00:00,4229.703600711935
ALL,2018-05-14 01:00:00,4424.611366175699
ALL,2018-05-14 02:00:00,4430.0969601596225
ALL,2018-05-14 03:00:00,4448.708833795539
ALL,2018-05-14 04:00:00,4294.564647272614
ALL,2018-05-14 05:00:00,4207.884785372155
ALL,2018-05-14 06:00:00,4062.6657990519157
ALL,2018-05-14 07:00:00,3977.511426660142
ALL,2018-05-14 08:00:00,3845.4502525810153
ALL,2018-05-14 09:00:00,3687.2462886361686
ALL,2018-05-14 10:00:00,3716.058096260192
ALL,2018-05-14 11:00:00,3658.8370346086267
ALL,2018-05-14 12:00:00,3625.088914576745
ALL,2018-05-14 13:00:00,3681.4067281910284
ALL,2018-05-14 14:00:00,3534.9639107346893
ALL,2018-05-14 15:00:00,3591.1184537820136
ALL,2018-05-14 16:00:00,3882.0450735492236
ALL,2018-05-14 17:00:00,3772.7026323015593
ALL,2018-05-14 18:00:00,3695.8861935240116
ALL,2018-05-14 19:00:00,3711.7008411195734
ALL,2018-05-14 20:00:00,3712.224589050477
ALL,2018-05-14 21:00:00,3633.4863119982433
ALL,2018-05-14 22:00:00,3548.8702883455376
ALL,2018-05-14 23:00:00,3503.707701878873
ALL,2018-05-15 00:00:00,3537.6750152595564
ALL,2018-05-15 01:00:00,3623.758471006931
ALL,2018-05-15 02:00:00,3653.14159293827
ALL,2018-05-15 03:00:00,3765.624023895171
ALL,2018-05-15 04:00:00,3646.709503491924
ALL,2018-05-15 05:00:00,3618.844112130966
ALL,2018-05-15 06:00:00,3559.885131372192
ALL,2018-05-15 07:00:00,3431.7839342687857
ALL,2018-05-15 08:00:00,3415.0243379791923
ALL,2018-05-15 09:00:00,3340.3997271881913
ALL,2018-05-15 10:00:00,3407.3634388631694
ALL,2018-05-15 11:00:00,3500.318085395764
ALL,2018-05-15 12:00:00,3537.8939430508344
ALL,2018-05-15 13:00:00,3928.944356025436
ALL,2018-05-15 14:00:00,3561.169070389934
ALL,2018-05-15 15:00:00,2965.156810289549
ALL,2018-05-15 16:00:00,3644.8253687845804
ALL,2018-05-15 17:00:00,4360.321251486134
ALL,2018-05-15 18:00:00,4683.28311316321
ALL,2018-05-15 19:00:00,4887.090036264838
ALL,2018-05-15 20:00:00,4949.956132461707
ALL,2018-05-15 21:00:00,4728.808974181686
ALL,2018-05-15 22:00:00,4482.307792890649
ALL,2018-05-15 23:00:00,4702.487160739052
ALL,2018-05-16 00:00:00,4451.34134817628
ALL,2018-05-16 01:00:00,4334.324124077062
ALL,2018-05-16 02:00:00,4464.776075782039
ALL,2018-05-16 03:00:00,4367.7818419655405
ALL,2018-05-16 04:00:00,4457.12905982298
ALL,2018-05-16 05:00:00,4467.855422289762
ALL,2018-05-16 06:00:00,4514.019178900347
ALL,2018-05-16 07:00:00,4384.099322711149
ALL,2018-05-16 08:00:00,4223.609184968443
ALL,2018-05-16 09:00:00,4319.792265441293
ALL,2018-05-16 10:00:00,4358.325303968076
ALL,2018-05-16 11:00:00,4292.098347142537
ALL,2018-05-16 12:00:00,4215.246452916037
ALL,2018-05-16 13:00:00,4233.100655242483
ALL,2018-05-16 14:00:00,4260.150972813874
ALL,2018-05-16 15:00:00,3966.082825813317
ALL,2018-05-16 16:00:00,3752.4417738186326
ALL,2018-05-16 17:00:00,3467.9659845966567
ALL,2018-05-16 18:00:00,3462.022847827163
ALL,2018-05-16 19:00:00,3309.1488621099356
ALL,2018-05-16 20:00:00,3029.378677323769
ALL,2018-05-16 21:00:00,3400.5831814182648
ALL,2018-05-16 22:00:00,3538.254444884721
ALL,2018-05-16 23:00:00,3509.094048687282
ALL,2018-05-17 00:00:00,3611.411938117165
ALL,2018-05-17 01:00:00,3414.1788965343735
ALL,2018-05-17 02:00:00,3471.4403068718384
ALL,2018-05-17 03:00:00,3601.541509524497
ALL,2018-05-17 04:00:00,3702.131555422408
ALL,2018-05-17 05:00:00,3754.220170369922
ALL,2018-05-17 06:00:00,3676.437692849148
ALL,2018-05-17 07:00:00,3583.1175992298968
ALL,2018-05-17 08:00:00,3492.453778239336
ALL,2018-05-17 09:00:00,3722.7615881512356
ALL,2018-05-17 10:00:00,3453.8213343900743
ALL,2018-05-17 11:00:00,3321.375192892681
ALL,2018-05-17 12:00:00,3510.232876908189
ALL,2018-05-17 13:00:00,3597.5322091957214
ALL,2018-05-17 14:00:00,3300.717809850876
ALL,2018-05-17 15:00:00,3153.0798815428684
ALL,2018-05-17 16:00:00,3257.5514143395694
ALL,2018-05-17 17:00:00,3542.0567190944125
ALL,2018-05-17 18:00:00,3344.90527709916
ALL,2018-05-17 19:00:00,3356.2988239712813
ALL,2018-05-17 20:00:00,3722.0833276057097
ALL,2018-05-17 21:00:00,3916.9708724888883
ALL,2018-05-17 22:00:00,3923.475858519185
ALL,2018-05-17 23:00:00,3884.9089550476556
ALL,2018-05-18 00:00:00,3932.6855186831162
ALL,2018-05-18 01:00:00,4374.132829919178
ALL,2018-05-18 02:00:00,4005.3095983706135
ALL,2018-05-18 03:00:00,4211.570076163822
ALL,2018-05-18 04:00:00,4148.416286852177
ALL,2018-05-18 05:00:00,4169.333609233412
ALL,2018-05-18 06:00:00,4173.307028895568
ALL,2018-05-18 07:00:00,4080.277722299217
ALL,2018-05-18 08:00:00,4007.000378433408
ALL,2018-05-18 09:00:00,3921.804608609103
ALL,2018-05-18 10:00:00,3952.6299285880737
ALL,2018-05-18 11:00:00,3949.3724113039634
ALL,2018-05-18 12:00:00,4039.760064260831
ALL,2018-05-18 13:00:00,4294.294507443453
ALL,2018-05-18 14:00:00,4310.777326531158
ALL,2018-05-18 15:00:00,4320.705000695032
ALL,2018-05-18 16:00:00,4453.058762467623
ALL,2018-05-18 17:00:00,4773.933568527747
ALL,2018-05-18 18:00:00,4787.30138944728
ALL,2018-05-18 19:00:00,4632.177161204275
ALL,2018-05-18 20:00:00,4412.778789061724
ALL,2018-05-18 21:00:00,4450.157056862003
ALL,2018-05-18 22:00:00,4462.738237430469
ALL,2018-05-18 23:00:00,4471.628335049744
ALL,2018-05-19 00:00:00,4383.380394506235
ALL,2018-05-19 01:00:00,4365.029162975627
ALL,2018-05-19 02:00:00,4311.093766286205
ALL,2018-05-19 03:00:00,4225.571080632205
ALL,2018-05-19 04:00:00,4124.4992932786
ALL,2018-05-19 05:00:00,4051.8431828374432
ALL,2018-05-19 06:00:00,4032.6834014402866
ALL,2018-05-19 07:00:00,3946.795229108641
ALL,2018-05-19 08:00:00,3909.5711949127513
ALL,2018-05-19 09:00:00,3811.4809694688342
ALL,2018-05-19 10:00:00,3818.7433407966673
ALL,2018-05-19 11:00:00,3845.840236881007
ALL,2018-05-19 12:00:00,3814.697573554124
ALL,2018-05-19 13:00:00,3837.2807675226813
ALL,2018-05-19 14:00:00,3723.8730145019804
ALL,2018-05-19 15:00:00,3496.1940828670745
ALL,2018-05-19 16:00:00,3226.9600981742674
ALL,2018-05-19 17:00:00,3331.0196179653817
ALL,2018-05-19 18:00:00,3380.627292582466
ALL,2018-05-19 19:00:00,3134.618281189617
ALL,2018-05-19 20:00:00,3156.4362824016807
ALL,2018-05-19 21:00:00,3583.196063944547
ALL,2018-05-19 22:00:00,3619.7276927140583
ALL,2018-05-19 23:00:00,3475.9403174073104
ALL,2018-05-20 00:00:00,3409.457864980018
ALL,2018-05-20 01:00:00,3498.1007873140397
ALL,2018-05-20 02:00:00,3635.2685169363604
ALL,2018-05-20 03:00:00,3656.428210013284
ALL,2018-05-20 04:00:00,3667.045387347332
ALL,2018-05-20 05:00:00,3645.372717729193
ALL,2018-05-20 06:00:00,3627.5133116032403
ALL,2018-05-20 07:00:00,3601.4939124040557
ALL,2018-05-20 08:00:00,3578.5593247638935
ALL,2018-05-20 09:00:00,3532.188057140466
ALL,2018-05-20 10:00:00,3482.129773979219
ALL,2018-05-20 11:00:00,3506.3339177588077
ALL,2018-05-20 12:00:00,3432.5804032760407
ALL,2018-05-20 13:00:00,3318.442385630839
ALL,2018-05-20 14:00:00,3273.600550032025
ALL,2018-05-20 15:00:00,2935.6015891755887
ALL,2018-05-20 16:00:00,2950.5285454940054
ALL,2018-05-20 17:00:00,3714.9795707030503
ALL,2018-05-20 18:00:00,4500.330416821455
ALL,2018-05-20 19:00:00,3821.076676939243
ALL,2018-05-20 20:00:00,4126.012895332415
ALL,2018-05-20 21:00:00,4219.730926344167
ALL,2018-05-20 22:00:00,4390.204926236309
ALL,2018-05-20 23:00:00,4279.216466166254
ALL,2018-05-21 00:00:00,4221.555170418938
ALL,2018-05-21 01:00:00,4224.718950734606
ALL,2018-05-21 02:00:00,4286.654357066137
ALL,2018-05-21 03:00:00,4400.636389108102
ALL,2018-05-21 04:00:00,4436.30985589757
ALL,2018-05-21 05:00:00,4257.44680959448
ALL,2018-05-21 06:00:00,4097.76159703959
ALL,2018-05-21 07:00:00,4047.6026984359055
ALL,2018-05-21 08:00:00,4011.567585892274
ALL,2018-05-21 09:00:00,4068.662254020907
ALL,2018-05-21 10:00:00,4043.401298731047
ALL,2018-05-21 11:00:00,3922.9560648364977
ALL,2018-05-21 12:00:00,3932.82362505678
ALL,2018-05-21 13:00:00,4008.52811981933
ALL,2018-05-21 14:00:00,3842.214500592806
ALL,2018-05-21 15:00:00,3905.975447368775
ALL,2018-05-21 16:00:00,4396.071610515116
ALL,2018-05-21 17:00:00,4572.871692900352
ALL,2018-05-21 18:00:00,4502.360271120615
ALL,2018-05-21 19:00:00,4758.721458736623
ALL,2018-05-21 20:00:00,4892.600579825927
ALL,2018-05-21 21:00:00,4825.431619760462
ALL,2018-05-21 22:00:00,4573.789333358751
ALL,2018-05-21 23:00:00,4704.842841013857
ALL,2018-05-22 00:00:00,4725.032890077975
ALL,2018-05-22 01:00:00,4739.0314164158035
ALL,2018-05-22 02:00:00,4687.788662475075
ALL,2018-05-22 03:00:00,4626.468339565243
ALL,2018-05-22 04:00:00,4644.742022447234
ALL,2018-05-22 05:00:00,4620.19645839605
ALL,2018-05-22 06:00:00,4622.378521088528
ALL,2018-05-22 07:00:00,4554.7012925882555
ALL,2018-05-22 08:00:00,4434.109067398509
ALL,2018-05-22 09:00:00,4248.379970540108
ALL,2018-05-22 10:00:00,4199.893352495188
ALL,2018-05-22 11:00:00,4154.63569308805
ALL,2018-05-22 12:00:00,4172.1612710583695
ALL,2018-05-22 13:00:00,4165.185002871807
ALL,2018-05-22 14:00:00,4148.401511207969
ALL,2018-05-22 15:00:00,4130.980791406452
ALL,2018-05-22 16:00:00,3744.717748808917
ALL,2018-05-22 17:00:00,3772.721607242
ALL,2018-05-22 18:00:00,3666.3236397323426
ALL,2018-05-22 19:00:00,3625.2637485064683
ALL,2018-05-22 20:00:00,3618.386708861207
ALL,2018-05-22 21:00:00,3611.3798815144037
ALL,2018-05-22 22:00:00,3583.847294316791
ALL,2018-05-22 23:00:00,3581.874690034141
ALL,2018-05-23 00:00:00,3549.9677229668887
ALL,2018-05-23 01:00:00,3565.5296507232565
ALL,2018-05-23 02:00:00,3690.0136115399946
ALL,2018-05-23 03:00:00,3643.4868019011647
ALL,2018-05-23 04:00:00,3540.1604852300356
ALL,2018-05-23 05:00:00,3542.859406840863
ALL,2018-05-23 06:00:00,3356.801531157641
ALL,2018-05-23 07:00:00,3259.4233455603817
ALL,2018-05-23 08:00:00,3326.9771688623296
ALL,2018-05-23 09:00:00,3320.155543070688
ALL,2018-05-23 10:00:00,3314.5007396594356
ALL,2018-05-23 11:00:00,3146.939548019984
ALL,2018-05-23 12:00:00,3076.3909966101373
ALL,2018-05-23 13:00:00,3261.201659534475
ALL,2018-05-23 14:00:00,2959.211130667663
ALL,2018-05-23 15:00:00,2965.153023659006
ALL,2018-05-23 16:00:00,2985.6616930561036
ALL,2018-05-23 17:00:00,2986.796856212043
ALL,2018-05-23 18:00:00,3130.78642860242
ALL,2018-05-23 19:00:00,3296.2504584947415
ALL,2018-05-23 20:00:00,3224.7019812334133
ALL,2018-05-23 21:00:00,3160.70676171979
ALL,2018-05-23 22:00:00,3084.303572174817
ALL,2018-05-23 23:00:00,2953.702724698641
ALL,2018-05-24 00:00:00,3007.8282168067517
ALL,2018-05-24 01:00:00,2969.9532925260287
ALL,2018-05-24 02:00:00,2965.933349559337
ALL,2018-05-24 03:00:00,2832.568241690451
ALL,2018-05-24 04:00:00,2822.674570950458
ALL,2018-05-24 05:00:00,2936.659611657195
ALL,2018-05-24 06:00:00,3066.031301222236
ALL,2018-05-24 07:00:00,3046.697774337941
ALL,2018-05-24 08:00:00,2943.396024241362
ALL,2018-05-24 09:00:00,2730.382535611939
